yourlist:M202205184ABAA9BC7178C81CEBC9459510EDDEA34D94DBZ,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
K2C75_MOUSE,Q8BGZ7,K2C75_MOUSE,reviewed,"Keratin, type II cytoskeletal 75 (Cytokeratin-75) (CK-75) (Keratin-6 hair follicle) (mK6hf) (Keratin-75) (K75) (Type II keratin-K6hf) (Type-II keratin Kb18)",Krt75 Kb18,Mus musculus (Mouse),551
K2C79_MOUSE,Q8VED5,K2C79_MOUSE,reviewed,"Keratin, type II cytoskeletal 79 (Cytokeratin-79) (CK-79) (Keratin-79) (K79) (Type-II keratin Kb38)",Krt79 Kb38,Mus musculus (Mouse),531
K2C8_MOUSE,P11679,K2C8_MOUSE,reviewed,"Keratin, type II cytoskeletal 8 (Cytokeratin endo A) (Cytokeratin-8) (CK-8) (Keratin-8) (K8) (Type-II keratin Kb8)",Krt8 Krt2-8,Mus musculus (Mouse),490
KAD2_MOUSE,Q9WTP6,KAD2_MOUSE,reviewed,"Adenylate kinase 2, mitochondrial (AK 2) (EC 2.7.4.3) (ATP-AMP transphosphorylase 2) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)",Ak2,Mus musculus (Mouse),239
KAD3_MOUSE,Q9WTP7,KAD3_MOUSE,reviewed,"GTP:AMP phosphotransferase AK3, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3) (Adenylate kinase 3 alpha-like 1)",Ak3 Ak3l Ak3l1 Akl3l,Mus musculus (Mouse),227
KAD4_MOUSE,Q9WUR9,KAD4_MOUSE,reviewed,"Adenylate kinase 4, mitochondrial (AK 4) (EC 2.7.4.10) (EC 2.7.4.6) (Adenylate kinase 3-like) (Adenylate kinase isoenzyme 4) (GTP:AMP phosphotransferase AK4)",Ak4 Ak-4 Ak3b Ak3l1,Mus musculus (Mouse),223
KAP2_MOUSE,P12367,KAP2_MOUSE,reviewed,cAMP-dependent protein kinase type II-alpha regulatory subunit,Prkar2a,Mus musculus (Mouse),401
KAPCA_MOUSE,P05132,KAPCA_MOUSE,reviewed,cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha) (EC 2.7.11.11),Prkaca Pkaca,Mus musculus (Mouse),351
KAT1_MOUSE,Q8BTY1,KAT1_MOUSE,reviewed,Kynurenine--oxoglutarate transaminase 1 (EC 2.6.1.7) (Cysteine-S-conjugate beta-lyase) (EC 4.4.1.13) (Glutamine transaminase K) (GTK) (Glutamine--phenylpyruvate transaminase) (EC 2.6.1.64) (Kynurenine aminotransferase 1) (Kynurenine aminotransferase I) (KATI) (Kynurenine--oxoglutarate transaminase I),Kyat1 Ccbl1 Kat,Mus musculus (Mouse),424
KAT3_MOUSE,Q71RI9,KAT3_MOUSE,reviewed,Kynurenine--oxoglutarate transaminase 3 (EC 2.6.1.7) (Cysteine-S-conjugate beta-lyase 2) (EC 4.4.1.13) (Kynurenine aminotransferase 3) (Kynurenine aminotransferase III) (KATIII) (Kynurenine--glyoxylate transaminase) (EC 2.6.1.63) (Kynurenine--oxoglutarate transaminase III),Kyat3 Ccbl2 Kat3,Mus musculus (Mouse),455
KBL_MOUSE,O88986,KBL_MOUSE,reviewed,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial (AKB ligase) (EC 2.3.1.29) (Aminoacetone synthase) (Glycine acetyltransferase)",Gcat Kbl,Mus musculus (Mouse),416
KCC2D_MOUSE,Q6PHZ2,KCC2D_MOUSE,reviewed,Calcium/calmodulin-dependent protein kinase type II subunit delta (CaM kinase II subunit delta) (CaMK-II subunit delta) (EC 2.7.11.17),Camk2d Kiaa4163,Mus musculus (Mouse),499
KCD12_MOUSE,Q6WVG3,KCD12_MOUSE,reviewed,BTB/POZ domain-containing protein KCTD12 (Pfetin) (Predominantly fetal expressed T1 domain),Kctd12 Pfet1,Mus musculus (Mouse),327
KCMF1_MOUSE,Q80UY2,KCMF1_MOUSE,reviewed,E3 ubiquitin-protein ligase KCMF1 (EC 2.3.2.27) (Differentially expressed in branching tubulogenesis 91) (Debt-91) (RING-type E3 ubiquitin transferase KCMF1),Kcmf1 Debt91,Mus musculus (Mouse),381
KCRB_MOUSE,Q04447,KCRB_MOUSE,reviewed,Creatine kinase B-type (EC 2.7.3.2) (B-CK) (Creatine kinase B chain) (Creatine phosphokinase B-type) (CPK-B),Ckb Ckbb,Mus musculus (Mouse),381
KCY_MOUSE,Q9DBP5,KCY_MOUSE,reviewed,UMP-CMP kinase (EC 2.7.4.14) (Deoxycytidylate kinase) (CK) (dCMP kinase) (Nucleoside-diphosphate kinase) (EC 2.7.4.6) (Uridine monophosphate/cytidine monophosphate kinase) (UMP/CMP kinase) (UMP/CMPK),Cmpk1 Cmk Cmpk Uck Umk Umpk,Mus musculus (Mouse),196
KEG1_MOUSE,Q9DCY0,KEG1_MOUSE,reviewed,Glycine N-acyltransferase-like protein Keg1 (EC 2.3.1.13) (Acyl-CoA:glycine N-acyltransferase protein Keg1) (Kidney-expressed gene 1 protein),Keg1,Mus musculus (Mouse),295
KFA_MOUSE,Q8K4H1,KFA_MOUSE,reviewed,Kynurenine formamidase (KFA) (KFase) (EC 3.5.1.9) (Arylformamidase) (N-formylkynurenine formamidase) (FKF),Afmid,Mus musculus (Mouse),305
KGUA_MOUSE,Q64520,KGUA_MOUSE,reviewed,Guanylate kinase (EC 2.7.4.8) (GMP kinase) (Guanylate kinase 1),Guk1 Gmk,Mus musculus (Mouse),198
KHDR1_MOUSE,Q60749,KHDR1_MOUSE,reviewed,"KH domain-containing, RNA-binding, signal transduction-associated protein 1 (GAP-associated tyrosine phosphoprotein p62) (Src-associated in mitosis 68 kDa protein) (Sam68) (p21 Ras GTPase-activating protein-associated p62) (p68)",Khdrbs1,Mus musculus (Mouse),443
KHK_MOUSE,P97328,KHK_MOUSE,reviewed,Ketohexokinase (EC 2.7.1.3) (Hepatic fructokinase),Khk,Mus musculus (Mouse),298
KIME_MOUSE,Q9R008,KIME_MOUSE,reviewed,Mevalonate kinase (MK) (EC 2.7.1.36),Mvk,Mus musculus (Mouse),395
KINH_MOUSE,Q61768,KINH_MOUSE,reviewed,Kinesin-1 heavy chain (Conventional kinesin heavy chain) (Ubiquitous kinesin heavy chain) (UKHC),Kif5b Khcs Kns1,Mus musculus (Mouse),963
KISHA_MOUSE,Q9CR64,KISHA_MOUSE,reviewed,Protein kish-A (Transmembrane protein 167) (Transmembrane protein 167A),Tmem167a Tmem167,Mus musculus (Mouse),72
KLC4_MOUSE,Q9DBS5,KLC4_MOUSE,reviewed,Kinesin light chain 4 (KLC 4) (Kinesin-like protein 8),Klc4 Knsl8,Mus musculus (Mouse),619
KLKB1_MOUSE,P26262,KLKB1_MOUSE,reviewed,Plasma kallikrein (EC 3.4.21.34) (Fletcher factor) (Kininogenin) (Plasma prekallikrein) [Cleaved into: Plasma kallikrein heavy chain; Plasma kallikrein light chain],Klkb1 Klk3 Pk,Mus musculus (Mouse),638
KMO_MOUSE,Q91WN4,KMO_MOUSE,reviewed,Kynurenine 3-monooxygenase (EC 1.14.13.9) (Kynurenine 3-hydroxylase),Kmo,Mus musculus (Mouse),479
KNG1_MOUSE,O08677,KNG1_MOUSE,reviewed,Kininogen-1 [Cleaved into: Kininogen-1 heavy chain; Bradykinin; Kininogen-1 light chain],Kng1 Kng,Mus musculus (Mouse),661
KPBB_MOUSE,Q7TSH2,KPBB_MOUSE,reviewed,Phosphorylase b kinase regulatory subunit beta (Phosphorylase kinase subunit beta),Phkb,Mus musculus (Mouse),1085
KPRA_MOUSE,Q9D0M1,KPRA_MOUSE,reviewed,Phosphoribosyl pyrophosphate synthase-associated protein 1 (PRPP synthase-associated protein 1) (39 kDa phosphoribosypyrophosphate synthase-associated protein) (PAP39),Prpsap1,Mus musculus (Mouse),356
KPRB_MOUSE,Q8R574,KPRB_MOUSE,reviewed,Phosphoribosyl pyrophosphate synthase-associated protein 2 (PRPP synthase-associated protein 2) (41 kDa phosphoribosypyrophosphate synthetase-associated protein) (PAP41),Prpsap2,Mus musculus (Mouse),369
KPYM_MOUSE,P52480,KPYM_MOUSE,reviewed,Pyruvate kinase PKM (EC 2.7.1.40) (Pyruvate kinase muscle isozyme),Pkm Pk3 Pkm2 Pykm,Mus musculus (Mouse),531
KPYR_MOUSE,P53657,KPYR_MOUSE,reviewed,Pyruvate kinase PKLR (EC 2.7.1.40) (L-PK) (Pyruvate kinase isozymes L/R),Pklr,Mus musculus (Mouse),574
KTAP2_MOUSE,Q5RL79,KTAP2_MOUSE,reviewed,Keratinocyte-associated protein 2 (KCP-2) (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit KCP2) (Oligosaccharyl transferase subunit KCP2),Krtcap2,Mus musculus (Mouse),136
KV2A7_MOUSE,P01631,KV2A7_MOUSE,reviewed,Ig kappa chain V-II region 26-10,,Mus musculus (Mouse),113
KYNU_MOUSE,Q9CXF0,KYNU_MOUSE,reviewed,Kynureninase (EC 3.7.1.3) (L-kynurenine hydrolase),Kynu,Mus musculus (Mouse),464
L2HDH_MOUSE,Q91YP0,L2HDH_MOUSE,reviewed,"L-2-hydroxyglutarate dehydrogenase, mitochondrial (EC 1.1.99.2) (Duranin)",L2hgdh,Mus musculus (Mouse),464
LACB2_MOUSE,Q99KR3,LACB2_MOUSE,reviewed,Endoribonuclease LACTB2 (Beta-lactamase-like protein 2) (EC 3.1.27.-),Lactb2,Mus musculus (Mouse),288
LACTB_MOUSE,Q9EP89,LACTB_MOUSE,reviewed,"Serine beta-lactamase-like protein LACTB, mitochondrial (EC 3.4.-.-)",Lactb Lact1,Mus musculus (Mouse),551
LAMA5_MOUSE,Q61001,LAMA5_MOUSE,reviewed,Laminin subunit alpha-5 (Laminin-10 subunit alpha) (Laminin-11 subunit alpha) (Laminin-15 subunit alpha),Lama5,Mus musculus (Mouse),3718
LAMB2_MOUSE,Q61292,LAMB2_MOUSE,reviewed,Laminin subunit beta-2 (Laminin-11 subunit beta) (Laminin-14 subunit beta) (Laminin-15 subunit beta) (Laminin-3 subunit beta) (Laminin-4 subunit beta) (Laminin-7 subunit beta) (Laminin-9 subunit beta) (S-laminin subunit beta) (S-LAM beta),Lamb2 Lams,Mus musculus (Mouse),1799
LAMP1_MOUSE,P11438,LAMP1_MOUSE,reviewed,Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (120 kDa lysosomal membrane glycoprotein) (CD107 antigen-like family member A) (LGP-120) (Lysosomal membrane glycoprotein A) (LGP-A) (P2B) (CD antigen CD107a),Lamp1 Lamp-1,Mus musculus (Mouse),406
LAMP2_MOUSE,P17047,LAMP2_MOUSE,reviewed,Lysosome-associated membrane glycoprotein 2 (LAMP-2) (Lysosome-associated membrane protein 2) (CD107 antigen-like family member B) (Lysosomal membrane glycoprotein type B) (LGP-B) (CD antigen CD107b),Lamp2 Lamp-2,Mus musculus (Mouse),415
LANC1_MOUSE,O89112,LANC1_MOUSE,reviewed,Glutathione S-transferase LANCL1 (EC 2.5.1.18) (40 kDa erythrocyte membrane protein) (p40) (LanC-like protein 1),Lancl1 Gpr69a,Mus musculus (Mouse),399
LANC2_MOUSE,Q9JJK2,LANC2_MOUSE,reviewed,LanC-like protein 2 (Testis-specific adriamycin sensitivity protein),Lancl2 Tasp,Mus musculus (Mouse),450
LAP2B_MOUSE,Q61029,LAP2B_MOUSE,reviewed,"Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma (Thymopoietin isoforms beta/delta/epsilon/gamma) (TP beta/delta/epsilon/gamma)",Tmpo Lap2,Mus musculus (Mouse),452
LAR4B_MOUSE,Q6A0A2,LAR4B_MOUSE,reviewed,La-related protein 4B (La ribonucleoprotein domain family member 4B) (La ribonucleoprotein domain family member 5) (La-related protein 5),Larp4b D13Wsu64e Kiaa0217 Larp5,Mus musculus (Mouse),741
LARP1_MOUSE,Q6ZQ58,LARP1_MOUSE,reviewed,La-related protein 1 (La ribonucleoprotein domain family member 1),Larp1 Kiaa0731 Larp,Mus musculus (Mouse),1072
LASP1_MOUSE,Q61792,LASP1_MOUSE,reviewed,LIM and SH3 domain protein 1 (LASP-1) (Metastatic lymph node gene 50 protein) (MLN 50),Lasp1 Mln50,Mus musculus (Mouse),263
LA_MOUSE,P32067,LA_MOUSE,reviewed,Lupus La protein homolog (La autoantigen homolog) (La ribonucleoprotein),Ssb Ss-b,Mus musculus (Mouse),415
LBR_MOUSE,Q3U9G9,LBR_MOUSE,reviewed,Delta(14)-sterol reductase LBR (Delta-14-SR) (EC 1.3.1.70) (3-beta-hydroxysterol Delta (14)-reductase) (C-14 sterol reductase) (C14SR) (Integral nuclear envelope inner membrane protein) (Lamin-B receptor) (Sterol C14-reductase),Lbr,Mus musculus (Mouse),626
LC7L2_MOUSE,Q7TNC4,LC7L2_MOUSE,reviewed,Putative RNA-binding protein Luc7-like 2 (CGI-74 homolog),Luc7l2,Mus musculus (Mouse),392
LC7L3_MOUSE,Q5SUF2,LC7L3_MOUSE,reviewed,Luc7-like protein 3 (Cisplatin resistance-associated-overexpressed protein),Luc7l3 Crop,Mus musculus (Mouse),432
LCLT1_MOUSE,Q3UN02,LCLT1_MOUSE,reviewed,Lysocardiolipin acyltransferase 1 (EC 2.3.1.-) (1-acylglycerol-3-phosphate O-acyltransferase 8) (1-AGP acyltransferase 8) (1-AGPAT 8) (EC 2.3.1.51) (Acyl-CoA:lysocardiolipin acyltransferase 1),Lclat1 Agpat8 Alcat1 Gm91 Lycat,Mus musculus (Mouse),376
LDHA_MOUSE,P06151,LDHA_MOUSE,reviewed,L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27) (LDH muscle subunit) (LDH-M),Ldha Ldh-1 Ldh1,Mus musculus (Mouse),332
LDHB_MOUSE,P16125,LDHB_MOUSE,reviewed,L-lactate dehydrogenase B chain (LDH-B) (EC 1.1.1.27) (LDH heart subunit) (LDH-H),Ldhb Ldh-2 Ldh2,Mus musculus (Mouse),334
LDHD_MOUSE,Q7TNG8,LDHD_MOUSE,reviewed,"Probable D-lactate dehydrogenase, mitochondrial (DLD) (Lactate dehydrogenase D) (EC 1.1.2.4)",Ldhd,Mus musculus (Mouse),484
LDLR_MOUSE,P35951,LDLR_MOUSE,reviewed,Low-density lipoprotein receptor (LDL receptor),Ldlr,Mus musculus (Mouse),862
LEG1_MOUSE,P16045,LEG1_MOUSE,reviewed,Galectin-1 (Gal-1) (14 kDa lectin) (Beta-galactoside-binding lectin L-14-I) (Galaptin) (Lactose-binding lectin 1) (Lectin galactoside-binding soluble 1) (S-Lac lectin 1),Lgals1 Gbp,Mus musculus (Mouse),135
LEG9_MOUSE,O08573,LEG9_MOUSE,reviewed,Galectin-9 (Gal-9),Lgals9,Mus musculus (Mouse),353
LETM1_MOUSE,Q9Z2I0,LETM1_MOUSE,reviewed,Mitochondrial proton/calcium exchanger protein (Leucine zipper-EF-hand-containing transmembrane protein 1),Letm1,Mus musculus (Mouse),738
LG3BP_MOUSE,Q07797,LG3BP_MOUSE,reviewed,Galectin-3-binding protein (Cyp-C-associated protein) (CyCAP) (Lectin galactoside-binding soluble 3-binding protein) (Protein MAMA),Lgals3bp Cycap Mama,Mus musculus (Mouse),577
LGAT1_MOUSE,Q91YX5,LGAT1_MOUSE,reviewed,Acyl-CoA:lysophosphatidylglycerol acyltransferase 1 (EC 2.3.1.-) (Acyl-CoA:monoacylglycerol acyltransferase LPGAT1) (EC 2.3.1.22),Lpgat1 Fam34a,Mus musculus (Mouse),370
LGMN_MOUSE,O89017,LGMN_MOUSE,reviewed,"Legumain (EC 3.4.22.34) (Asparaginyl endopeptidase) (Protease, cysteine 1)",Lgmn Prsc1,Mus musculus (Mouse),435
LGUL_MOUSE,Q9CPU0,LGUL_MOUSE,reviewed,Lactoylglutathione lyase (EC 4.4.1.5) (Aldoketomutase) (Glyoxalase I) (Glx I) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase),Glo1,Mus musculus (Mouse),184
LHPP_MOUSE,Q9D7I5,LHPP_MOUSE,reviewed,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase (EC 3.1.3.-) (EC 3.6.1.1),Lhpp,Mus musculus (Mouse),270
LICH_MOUSE,Q9Z0M5,LICH_MOUSE,reviewed,Lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase),Lipa Lip1,Mus musculus (Mouse),397
LIMA1_MOUSE,Q9ERG0,LIMA1_MOUSE,reviewed,LIM domain and actin-binding protein 1 (Epithelial protein lost in neoplasm) (mEPLIN),Lima1 D15Ertd366e Eplin,Mus musculus (Mouse),753
LIN7A_MOUSE,Q8JZS0,LIN7A_MOUSE,reviewed,Protein lin-7 homolog A (Lin-7A) (mLin-7) (Mammalian lin-seven protein 1) (MALS-1) (Vertebrate lin-7 homolog 1) (Veli-1),Lin7a Mals1 Veli1,Mus musculus (Mouse),233
LIS1_MOUSE,P63005,LIS1_MOUSE,reviewed,Platelet-activating factor acetylhydrolase IB subunit beta (Lissencephaly-1 protein) (LIS-1) (PAF acetylhydrolase 45 kDa subunit) (PAF-AH 45 kDa subunit) (PAF-AH alpha) (PAFAH alpha),Pafah1b1 Lis-1 Lis1 Pafaha,Mus musculus (Mouse),410
LKHA4_MOUSE,P24527,LKHA4_MOUSE,reviewed,Leukotriene A-4 hydrolase (LTA-4 hydrolase) (EC 3.3.2.6) (Leukotriene A(4) hydrolase) (Tripeptide aminopeptidase LTA4H) (EC 3.4.11.4),Lta4h,Mus musculus (Mouse),611
LMAN1_MOUSE,Q9D0F3,LMAN1_MOUSE,reviewed,Protein ERGIC-53 (ER-Golgi intermediate compartment 53 kDa protein) (Lectin mannose-binding 1) (p58),Lman1 Ergic53,Mus musculus (Mouse),517
LMAN2_MOUSE,Q9DBH5,LMAN2_MOUSE,reviewed,Vesicular integral-membrane protein VIP36 (Lectin mannose-binding 2) (Vesicular integral-membrane protein 36) (VIP36),Lman2,Mus musculus (Mouse),358
LMF1_MOUSE,Q3U3R4,LMF1_MOUSE,reviewed,Lipase maturation factor 1 (Transmembrane protein 112),Lmf1 Tmem112,Mus musculus (Mouse),574
LMF2_MOUSE,Q8C3X8,LMF2_MOUSE,reviewed,Lipase maturation factor 2 (Transmembrane protein 112B) (Transmembrane protein 153),Lmf2 Tmem112b Tmem153,Mus musculus (Mouse),702
LMNA_MOUSE,P48678,LMNA_MOUSE,reviewed,Prelamin-A/C [Cleaved into: Lamin-A/C],Lmna Lmn1,Mus musculus (Mouse),665
LMNB1_MOUSE,P14733,LMNB1_MOUSE,reviewed,Lamin-B1,Lmnb1,Mus musculus (Mouse),588
LMNB2_MOUSE,P21619,LMNB2_MOUSE,reviewed,Lamin-B2,Lmnb2,Mus musculus (Mouse),596
LONM_MOUSE,Q8CGK3,LONM_MOUSE,reviewed,"Lon protease homolog, mitochondrial (EC 3.4.21.53) (Lon protease-like protein) (LONP) (Mitochondrial ATP-dependent protease Lon) (Serine protease 15)",Lonp1 Prss15,Mus musculus (Mouse),949
LONP2_MOUSE,Q9DBN5,LONP2_MOUSE,reviewed,"Lon protease homolog 2, peroxisomal (EC 3.4.21.53) (Lon protease-like protein 2) (Lon protease 2) (Peroxisomal Lon protease)",Lonp2,Mus musculus (Mouse),852
LPP60_MOUSE,A0JNU3,LPP60_MOUSE,reviewed,60 kDa lysophospholipase (EC 3.1.1.5) (Lysophospholipase-transacylase) [Includes: L-asparaginase (EC 3.5.1.1) (L-asparagine amidohydrolase); 1-alkyl-2-acetylglycerophosphocholine esterase (EC 3.1.1.47) (Platelet-activating factor acetylhydrolase) (PAF acetylhydrolase)],Aspg,Mus musculus (Mouse),564
LPPRC_MOUSE,Q6PB66,LPPRC_MOUSE,reviewed,"Leucine-rich PPR motif-containing protein, mitochondrial (130 kDa leucine-rich protein) (LRP 130) (mLRP130)",Lrpprc Lrp130,Mus musculus (Mouse),1392
LPP_MOUSE,Q8BFW7,LPP_MOUSE,reviewed,Lipoma-preferred partner homolog,Lpp,Mus musculus (Mouse),613
LRBA_MOUSE,Q9ESE1,LRBA_MOUSE,reviewed,Lipopolysaccharide-responsive and beige-like anchor protein (Beige-like protein),Lrba Bgl Lba,Mus musculus (Mouse),2856
LRC40_MOUSE,Q9CRC8,LRC40_MOUSE,reviewed,Leucine-rich repeat-containing protein 40,Lrrc40,Mus musculus (Mouse),602
LRC47_MOUSE,Q505F5,LRC47_MOUSE,reviewed,Leucine-rich repeat-containing protein 47,Lrrc47 Kiaa1185,Mus musculus (Mouse),581
LRC59_MOUSE,Q922Q8,LRC59_MOUSE,reviewed,"Leucine-rich repeat-containing protein 59 [Cleaved into: Leucine-rich repeat-containing protein 59, N-terminally processed]",Lrrc59,Mus musculus (Mouse),307
LRP1_MOUSE,Q91ZX7,LRP1_MOUSE,reviewed,Prolow-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR) (CD antigen CD91) [Cleaved into: Low-density lipoprotein receptor-related protein 1 85 kDa subunit (LRP-85); Low-density lipoprotein receptor-related protein 1 515 kDa subunit (LRP-515); Low-density lipoprotein receptor-related protein 1 intracellular domain (LRPICD)],Lrp1 A2mr,Mus musculus (Mouse),4545
LSM2_MOUSE,O35900,LSM2_MOUSE,reviewed,U6 snRNA-associated Sm-like protein LSm2 (Protein G7b) (snRNP core Sm-like protein Sm-x5),Lsm2 G7b,Mus musculus (Mouse),95
LSM8_MOUSE,Q6ZWM4,LSM8_MOUSE,reviewed,U6 snRNA-associated Sm-like protein LSm8,Lsm8,Mus musculus (Mouse),96
LSR_MOUSE,Q99KG5,LSR_MOUSE,reviewed,Lipolysis-stimulated lipoprotein receptor (Angulin-3) (Lipolysis-stimulated receptor) (Liver-specific bHLH-Zip transcription factor) (Liver-specific gene on mouse chromosome 7 protein),Lsr Ildr3 Lisch7,Mus musculus (Mouse),594
LSS_MOUSE,Q8BLN5,LSS_MOUSE,reviewed,"Lanosterol synthase (EC 5.4.99.7) (2,3-epoxysqualene--lanosterol cyclase) (Oxidosqualene--lanosterol cyclase) (OSC)",Lss,Mus musculus (Mouse),733
LTMD1_MOUSE,Q924L1,LTMD1_MOUSE,reviewed,LETM1 domain-containing protein 1 (Cervical cancer receptor) (MCC-32),Letmd1 Mccr,Mus musculus (Mouse),360
LTOR1_MOUSE,Q9CQ22,LTOR1_MOUSE,reviewed,Ragulator complex protein LAMTOR1 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 1) (Lipid raft adaptor protein p18),Lamtor1,Mus musculus (Mouse),161
LUC7L_MOUSE,Q9CYI4,LUC7L_MOUSE,reviewed,Putative RNA-binding protein Luc7-like 1,Luc7l,Mus musculus (Mouse),371
LUM_MOUSE,P51885,LUM_MOUSE,reviewed,Lumican (Keratan sulfate proteoglycan lumican) (KSPG lumican),Lum Lcn Ldc,Mus musculus (Mouse),338
LYAG_MOUSE,P70699,LYAG_MOUSE,reviewed,Lysosomal alpha-glucosidase (EC 3.2.1.20) (Acid maltase),Gaa,Mus musculus (Mouse),953
LYN_MOUSE,P25911,LYN_MOUSE,reviewed,Tyrosine-protein kinase Lyn (EC 2.7.10.2) (V-yes-1 Yamaguchi sarcoma viral related oncogene homolog) (p53Lyn) (p56Lyn),Lyn,Mus musculus (Mouse),512
LYPA1_MOUSE,P97823,LYPA1_MOUSE,reviewed,Acyl-protein thioesterase 1 (APT-1) (EC 3.1.2.-) (Lysophospholipase 1) (Lysophospholipase I) (LPL-I) (LysoPLA I) (Palmitoyl-protein hydrolase) (EC 3.1.2.22),Lypla1 Apt1 Pla1a,Mus musculus (Mouse),230
LYPA2_MOUSE,Q9WTL7,LYPA2_MOUSE,reviewed,Acyl-protein thioesterase 2 (APT-2) (EC 3.1.2.-) (Lysophospholipase 2) (Lysophospholipase II) (LPL-II) (LysoPLA II) (mLyso II) (Palmitoyl-protein hydrolase) (EC 3.1.2.22),Lypla2,Mus musculus (Mouse),231
LYPL1_MOUSE,Q3UFF7,LYPL1_MOUSE,reviewed,Lysophospholipase-like protein 1 (EC 3.1.2.22),Lyplal1,Mus musculus (Mouse),239
LYRIC_MOUSE,Q80WJ7,LYRIC_MOUSE,reviewed,Protein LYRIC (3D3/LYRIC) (Lysine-rich CEACAM1 co-isolated protein) (Metadherin) (Metastasis adhesion protein),Mtdh Lyric,Mus musculus (Mouse),579
LYZ2_MOUSE,P08905,LYZ2_MOUSE,reviewed,"Lysozyme C-2 (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C) (Lysozyme C type M)",Lyz2 Lyz Lyzs,Mus musculus (Mouse),148
M2GD_MOUSE,Q9DBT9,M2GD_MOUSE,reviewed,"Dimethylglycine dehydrogenase, mitochondrial (EC 1.5.8.4) (ME2GLYDH)",Dmgdh,Mus musculus (Mouse),869
M2OM_MOUSE,Q9CR62,M2OM_MOUSE,reviewed,Mitochondrial 2-oxoglutarate/malate carrier protein (OGCP) (Solute carrier family 25 member 11),Slc25a11,Mus musculus (Mouse),314
MA2A1_MOUSE,P27046,MA2A1_MOUSE,reviewed,"Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)",Man2a1 Mana2,Mus musculus (Mouse),1150
MA2B1_MOUSE,O09159,MA2B1_MOUSE,reviewed,Lysosomal alpha-mannosidase (Laman) (EC 3.2.1.24) (Lysosomal acid alpha-mannosidase) (Mannosidase alpha class 2B member 1) (Mannosidase alpha-B),Man2b1 Laman Man2b Manb,Mus musculus (Mouse),1013
MA2C1_MOUSE,Q91W89,MA2C1_MOUSE,reviewed,Alpha-mannosidase 2C1 (EC 3.2.1.24) (Alpha-D-mannoside mannohydrolase) (Mannosidase alpha class 2C member 1) (Neutral/cytosolic alpha-mannosidase),Man2c1,Mus musculus (Mouse),1039
MAAI_MOUSE,Q9WVL0,MAAI_MOUSE,reviewed,Maleylacetoacetate isomerase (MAAI) (EC 5.2.1.2) (GSTZ1-1) (Glutathione S-transferase zeta 1) (EC 2.5.1.18),Gstz1 Maai,Mus musculus (Mouse),216
MACD1_MOUSE,Q922B1,MACD1_MOUSE,reviewed,ADP-ribose glycohydrolase MACROD1 (MACRO domain-containing protein 1) (O-acetyl-ADP-ribose deacetylase MACROD1) (EC 3.1.1.106) (Protein LRP16) ([Protein ADP-ribosylaspartate] hydrolase MACROD1) (EC 3.2.2.-) ([Protein ADP-ribosylglutamate] hydrolase MACROD1) (EC 3.2.2.-),Macrod1 Lrp16,Mus musculus (Mouse),323
MAGT1_MOUSE,Q9CQY5,MAGT1_MOUSE,reviewed,Magnesium transporter protein 1 (MagT1) (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1) (Oligosaccharyl transferase subunit MAGT1) (Implantation-associated protein) (IAP),Magt1 Iag2,Mus musculus (Mouse),335
MAIP1_MOUSE,Q8BHE8,MAIP1_MOUSE,reviewed,"m-AAA protease-interacting protein 1, mitochondrial (Matrix AAA peptidase-interacting protein 1)",Maip1,Mus musculus (Mouse),291
MAL2_MOUSE,Q8BI08,MAL2_MOUSE,reviewed,Protein MAL2,Mal2,Mus musculus (Mouse),175
MANBA_MOUSE,Q8K2I4,MANBA_MOUSE,reviewed,Beta-mannosidase (EC 3.2.1.25) (Lysosomal beta A mannosidase) (Mannanase) (Mannase),Manba Bmn,Mus musculus (Mouse),879
MANF_MOUSE,Q9CXI5,MANF_MOUSE,reviewed,Mesencephalic astrocyte-derived neurotrophic factor (Arginine-rich protein) (Protein ARMET),Manf Armet,Mus musculus (Mouse),179
