ComplexID,ComplexName,Organism,Synonyms,Cell line,subunits(UniProt IDs),subunits(Entrez IDs),Protein complex purification method,GO ID,GO description,FunCat ID,FunCat description,PubMed ID,Complex comment,Disease comment,Subunits comment,SWISSPROT organism,subunits(Protein name),subunits(Gene name),subunits(Gene name syn)
6867,Amfr-Vcp-Ngly1 complex,Mouse,Amfr\u2013p97\u2013PNGase complex,COS1 cells,Q01853;Q9JI78;Q9R049,269523;59007;23802,MI:0096-pull down,GO:0036503,ERAD pathway,None,None,16709668,None,None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Transitional endoplasmic reticulum ATPase;Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase;E3 ubiquitin-protein ligase AMFR,Vcp;Ngly1;Amfr,p97;PNGase;None
6868,Amfr-Vcp-Ubxn1 complex,Mouse,Amfr\u2013p97\u2013Y33K complex,COS1 cells,Q01853;Q922Y1;Q9R049,269523;225896;23802,MI:0096-pull down,GO:0036503,ERAD pathway,None,None,16709668,None,None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Transitional endoplasmic reticulum ATPase;UBX domain-containing protein 1;E3 ubiquitin-protein ligase AMFR,Vcp;Ubxn1;Amfr,"p97;D19Ertd721e, Saks1, Y33K;None"
6869,Ngly1-Vcp-Ubxn1 complex,Mouse,PNGase\u2013p97\u2013Y33K complex,COS1 cells,Q01853;Q922Y1;Q9JI78,269523;225896;59007,MI:0096-pull down,GO:0036503,ERAD pathway,None,None,16709668,None,None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Transitional endoplasmic reticulum ATPase;UBX domain-containing protein 1;Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,Vcp;Ubxn1;Ngly1,"p97;D19Ertd721e, Saks1, Y33K;PNGase"
6870,Amfr-Vcp-Ubxn1-Ngly1-Rad23b complex,Mouse,Amfr-p97-Y33K-PNGase-Mhr23b complex,COS1 cells,P54728;Q01853;Q922Y1;Q9JI78;Q9R049,19359;269523;225896;59007;23802,MI:0096-pull down,GO:0036503,ERAD pathway,None,None,16709668,None,None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),UV excision repair protein RAD23 homolog B;Transitional endoplasmic reticulum ATPase;UBX domain-containing protein 1;Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase;E3 ubiquitin-protein ligase AMFR,Rad23b;Vcp;Ubxn1;Ngly1;Amfr,"Mhr23b;p97;D19Ertd721e, Saks1, Y33K;PNGase;None"
6876,Tlr9-Hsp90b1-Cnpy3 complex,Mouse,Tlr9-gp96-Cnpy3 complex,"pre B cell lines, HEK293 cells",P08113;Q9DAU1;Q9EQU3,22027;72029;81897,MI:0019-coimmunoprecipitation;MI:0071-molecular sieving,GO:0051085;GO:0005783,chaperone mediated protein folding requiring cofactor;endoplasmic reticulum,70.07,endoplasmic reticulum,20865800,The authors conclude that Cnpy3 is the elusive Tlr-specific cochaperone of gp96 (Hsp90b1). Cnpy3 facilitates gp96 to chaperone TLR9.,None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Endoplasmin;Protein canopy homolog 3;Toll-like receptor 9,Hsp90b1;Cnpy3;Tlr9,"Grp94, Tra-1, Tra1, Gp96;Prat4a, Tnrc5;None"
6877,Hsp90b1-Cnpy3 complex,Mouse,Gp96-Cnpy3 complex,"Raw 264.7 cells, bone marrow-derived macrophages (BMDMs), HEK293 cells, pre B cells2",P08113;Q9DAU1,22027;72029,MI:0019-coimmunoprecipitation,GO:0051085;GO:0005783,chaperone mediated protein folding requiring cofactor;endoplasmic reticulum,70.07,endoplasmic reticulum,20865800,Cnpy3 and gp96 form a complex both in vitro and in vivo. The interaction between these two molecules is critical for Tlr9 folding and transport to the endolysosomes.,None,None,Mus musculus (Mouse);Mus musculus (Mouse),Endoplasmin;Protein canopy homolog 3,Hsp90b1;Cnpy3,"Grp94, Tra-1, Tra1, Gp96;Prat4a, Tnrc5"
6882,Periaxin complex,Mouse,None,Mouse lens membrane,A2AMT1;E9Q616;O55103;P20152;P26040;Q68FG2;Q6NVD9;Q810U4;Q8C8R3;Q9QXS1,12075;66395;19153;22352;22350;20743;107993;319504;109676;18810,MI:0004-affinity chromatography technologies;MI:0276-blue native page,GO:0061024;GO:0070309;GO:0007010;GO:0005886;GO:0005737,membrane organization;lens fiber cell morphogenesis;cytoskeleton organization;plasma membrane;cytoplasm,42.04;70.02;70.03,cytoskeleton/structural proteins;eukaryotic plasma membrane / membrane attached;cytoplasm,21745462,None,None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Filensin;AHNAK nucleoprotein (desmoyokin);Periaxin;Vimentin;Ezrin;Spectrin beta chain;Phakinin;Neuronal cell adhesion molecule;Ankyrin-2;Plectin,Bfsp1;Ahnak;Prx;Vim;Ezr;Sptbn2;Bfsp2;Nrcam;Ank2;Plec,"None;None;None;None;Vil2;Spnb3,mCG_8401;None;Kiaa0343;None;Plec1"
6887,Ragulator-AXIN/LKB1-AMPK complex,Mouse,None,Mouse Embryonic Fibroblasts (MEFs),O35625;O54950;O88653;Q5EG47;Q8CF66;Q9CQ22;Q9D1L9;Q9JHS3;Q9R078;Q9WTK7,12005;19082;56692;105787;66096;66508;68576;83409;19079;20869,MI:0019-coimmunoprecipitation,GO:0042149;GO:0005770,cellular response to glucose starvation;late endosome,None,None,25002183,Glucose starvation induces Ragulator-AXIN/LKB1- AMPK complex formation on the late endosome.,None,"Since the authors did not specify AMPK, we used isoforms Prkaa1, Prkab1 and Prkag1.",Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Axin-1;5'-AMP-activated protein kinase subunit gamma-1;Ragulator complex protein LAMTOR3;5'-AMP-activated protein kinase catalytic subunit alpha-1;Ragulator complex protein LAMTOR4;Ragulator complex protein LAMTOR1;Ragulator complex protein LAMTOR5;Ragulator complex protein LAMTOR2;5'-AMP-activated protein kinase subunit beta-1;Serine/threonine-protein kinase STK11,Axin1;Prkag1;Lamtor3;Prkaa1;Lamtor4;Lamtor1;Lamtor5;Lamtor2;Prkab1;Stk11,"Axin Fu;Prkaac;Map2k1ip1, Mapbp, Mapksp1;None;None;None;Hbxip,Xip;Mapbpip, Robld3;None;Lkb1"
6924,Fak-Pde4d5-Rack1 complex,Mouse,Pde4d-Ptk2-Rack1 complex,squamous cell carcinomas (SCCs),P34152;P68040;Q01063,14083;14694;238871,None,GO:0030010;GO:0034446;GO:0005925,establishment of cell polarity;substrate adhesion-dependent cell spreading;focal adhesion,None,None,20493699,Fak-Pde4d5-Rack1 complex is a \u2018direction-sensing\u2019 complex that acts to recruit specific components of the cAMP second-messenger system to nascent integrin adhesions and to the leading edge of polarizing cells.,None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),"Focal adhesion kinase 1;Receptor of activated protein C kinase 1;cAMP-specific 3',5'-cyclic phosphodiesterase 4D",Ptk2;Rack1;Pde4d,Fadk Fak Fak1 Kiaa4203;Gnb2l1;None
6938,c-Src immune complex,Mouse,None,LbetaT2 cells,P05213;P05480;P16054;P20444;P28867;P34152;P49817;P63085;P68369;Q01776;Q61097;Q63844;Q64727;Q8VI36,22143;20779;18754;18750;18753;14083;12389;26413;22142;14715;16706;26417;22330;19303,MI:0019-coimmunoprecipitation;MI:0416-fluorescence microscopy,GO:0016477;GO:0097210,cell migration;response to gonadotropin-releasing hormone,34.05.01,cell migration,19628583,The authors propose that the role of this complex is to sequester a pool of activated ERK1/2 in the cytosol for the phosphorylation of FAK and paxillin at focal adhesions.,None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Tubulin alpha-1B chain;Neuronal proto-oncogene tyrosine-protein kinase Src;Protein kinase C epsilon type;Protein kinase C alpha type;Protein kinase C delta type;Focal adhesion kinase 1;Caveolin-1;Mitogen-activated protein kinase 1;Tubulin alpha-1A chain;Gonadotropin-releasing hormone receptor;Kinase suppressor of Ras 1;Mitogen-activated protein kinase 3;Vinculin;Paxillin,Tuba1b;Src;Prkce;Prkca;Prkcd;Ptk2;Cav1;Mapk1;Tuba1a;Gnrhr;Ksr1;Mapk3;Vcl;Pxn,"Tuba2;pp60c-src;Pkce,Pkcea;Pkca;Pkcd;Fadk Fak Fak1 Kiaa4203;Cav;Erk2, Mapk, Prkm1;Tuba1;None;Ksr;Erk1, Prkm3;None;None"
6943,Axin1-Ctnnb1-Lrp5 complex,Mouse,None,MC3T3-E1 osteoblasts,O35625;Q02248;Q91VN0,12005;12387;16973,MI:0019-coimmunoprecipitation;MI:0416-fluorescence microscopy,GO:0030178;GO:0005886;GO:1903010,negative regulation of Wnt signaling pathway;plasma membrane;regulation of bone development,70.02,eukaryotic plasma membrane / membrane attached,19075000,"The Axin1-Ctnnb1-Lrp5 complex negatively regulates Wnt signaling through beta-catenin degradation, resulting in decreased osteoblast differentiation.",None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Axin-1;Catenin beta-1;Low-density lipoprotein receptor-related protein 5,Axin1;Ctnnb1;Lrp5,Axin Fu;Catnb;Lrp7
6964,Fkbp5-Hsp90aa1-Hspa1a-Nr3c1 complex,Mouse,None,3T3-L1 cells,P06537;P07901;Q61696;Q64378,None;15519;193740;14229,MI:0019-coimmunoprecipitation;MI:0040-electron microscopy,GO:0005739;GO:0043069,mitochondrion;negative regulation of programmed cell death,70.16,mitochondrion,21730050,Experimental results suggest that the unexpected mitochondrial localization of FKB51 may be related to an antiapoptotic effect.,None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Glucocorticoid receptor;Heat shock protein HSP 90-alpha;Heat shock 70 kDa protein 1A;Peptidyl-prolyl cis-trans isomerase FKBP5,Nr3c1;Hsp90aa1;Hspa1a;Fkbp5,"Grl,Grl1;Hsp86 Hsp86-1 Hspca;Hsp70-3 Hsp70A1;Fkbp51"
7117,Grb7-Elavl1  complex,Mouse,Grb7-HuR complex,mouse embryonal carcinoma cell line P19,P70372;Q03160,15568;14786,MI:0019-coimmunoprecipitation,GO:0034063;GO:0035617;GO:0006950,stress granule assembly;stress granule disassembly;response to stress,32.01,stress response,18273060,"Cells form stress granules (SGs) in response to environmental stresses, which constitute cytoplasmic domains where mRNAs are stored and translation is halted. Growth factor receptor-bound protein 7 (Grb7), an RNA-binding, translational regulator, was identified as an integral component of SGs, which directly interacts with Hu antigen R (HuR) and is required for cells to form SGs. When stress is terminated, Grb7 is hyperphosphorylated by focal adhesion kinase (FAK), loses its ability to directly interact with HuR and is dissociated from SG components, thereby disrupting SGs in recovering cells.",None,None,Mus musculus (Mouse);Mus musculus (Mouse),ELAV-like protein 1;Growth factor receptor-bound protein 7,Elavl1;Grb7,"Elra, Hua, HuR;None"
7119,Elavl1-Tia complex,Mouse,HuR-Tia complex,mouse embryonal carcinoma cell line P19,P52912;P70372,21841;15568,MI:0019-coimmunoprecipitation,GO:0006950;GO:0034063;GO:0035617,response to stress;stress granule assembly;stress granule disassembly,32.01,stress response,18273060,"Two key players in SG (stress granules) formation are reported, Grb7 and FAK, whose signal transduction pathway constitutes the first identified cell-autonomous process when cells encounter stress and when the stress is terminated.This process is initiated by the recruitment of hypophosphorylated Grb7 by Hu antigen R (HuR) to SGs, which stabilizes TIA-1 aggregates when cells are under stress; upon termination of stress, FAK is activated, which subsequently phosphorylates Grb7. The phosphorylated Grb7 then leaves HuR, as well as other SG components, thereby disrupting SGs. The relative amount of co-precipitated HuR/TIA-1 complex was apparently reduced in the Grb7-silenced P19 culture, which could be effectively restored by expressing the siRNA-insensitive Flag\u2013Grb7.",None,None,Mus musculus (Mouse);Mus musculus (Mouse),Nucleolysin TIA-1;ELAV-like protein 1,Tia1;Elavl1,"Tia;Elra, Hua, HuR"
7120,Grb7-Elavl1-Tia1 complex,Mouse,Grb7-HuR-Tia1 complex,mouse embryonal carcinoma cell line P19,P52912;P70372;Q03160,21841;15568;14786,MI:0019-coimmunoprecipitation,GO:0006950;GO:0034063;GO:0035617,response to stress;stress granule assembly;stress granule disassembly,32.01,stress response,18273060,"Two key players in SG (stress granules) formation are reported, Grb7 and FAK, whose signal transduction pathway constitutes the first identified cell-autonomous process when cells encounter stress and when the stress is terminated.This process is initiated by the recruitment of hypophosphorylated Grb7 by Hu antigen R (HuR) to SGs, which stabilizes TIA-1 aggregates when cells are under stress; upon termination of stress, FAK is activated, which subsequently phosphorylates Grb7. The phosphorylated Grb7 then leaves HuR, as well as other SG components, thereby disrupting SGs. Complex formation of endogenousGrb7 with TIA-1/HuR was validated in a co-immunoprecipitation experiment.",None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Nucleolysin TIA-1;ELAV-like protein 1;Growth factor receptor-bound protein 7,Tia1;Elavl1;Grb7,"Tia;Elra, Hua, HuR;None"
7245,Hdac1-Ino80-Kdm1a-Phb2-Rbp1-Taf5 complex,Mouse,None,None,O09106;O35129;Q00915;Q6ZPV2;Q6ZQ88;Q8C092,433759;12034;19659;68142;99982;226182,MI:0096-pull down,GO:0060260,regulation of transcription initiation from RNA polymerase II promoter,None,None,26487680,None,None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Histone deacetylase 1;Prohibitin-2;Retinol-binding protein 1;DNA helicase INO80;Lysine-specific histone demethylase 1A;Transcription initiation factor TFIID subunit 5,Hdac1;Phb2;Rbp1;Ino80;Kdm1a;Taf5,"None;Bap,Bcap37,Rea;Crbpi;Inoc1,Kiaa1259;Aof2,Kiaa0601,Lsd1;None"
7306,CB1-Gphn-Nlgn2 complex,Mouse,Arhgef9(CB1)-Gphn-Nlgn2 complex,None,Q69ZK9;Q811P8;Q8BUV3,216856;330914;268566,MI:0019-coimmunoprecipitation,None,None,None,None,25082542,"During hippocampal adult neurogenesis CB1 regulates neuronal migration, while CB2 is essential for dendrite outgrowth (PMID:25082542)",None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Neuroligin-2;Rho GTPase-activating protein 32;Gephyrin,Nlgn2;Arhgap32;Gphn,"Kiaa1366;Grit,Kiaa0712,Rics;None"
7307,CB2-Gphn-Nlgn2 complex,Mouse,Arhgef9(CB2)-Gphn-Nlgn2 complex,None,Q69ZK9;Q811P8-2;Q8BUV3,216856;330914;268566,MI:0019-coimmunoprecipitation,GO:0050773,regulation of dendrite development,None,None,25082542,"During hippocampal adult neurogenesis CB1 regulates neuronal migration, while CB2 is essential for dendrite outgrowth (PMID:25082542)",None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),"Neuroligin-2;Rho GTPase-activating protein 32, isoform 2;Gephyrin",Nlgn2;Arhgap32;Gphn,"Kiaa1366;CB2,Grit,Kiaa0712,Rics;None"
7315,Ap1g1-Ap2a2-Dcx complex,Mouse,None,None,O88809;P17427;P22892,13193;11772;11765,MI:0019-coimmunoprecipitation,GO:0001764,neuron migration,None,None,11591131,None,None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Neuronal migration protein doublecortin;AP-2 complex subunit alpha-2;AP-1 complex subunit gamma-1,Dcx;Ap2a2;Ap1g1,Dcn;Adtab;Adtg Clapg1
7414,Ctnn-Glua2 complex,Mouse,None,Hippocampal  cells,P23819;Q60598,14800;13043,MI:0019-coimmunoprecipitation;MI:0096-pull down,GO:2000311,regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity,None,None,29515177,"Cortactin binds directly to a membrane-proximal region of GluA2, and this interaction is required for GluA2-dependent AMPAR recycling under basal conditions. Mutant cortactin that does not bind GluA2 causes lysosomal targeting and degradation of GluA2/A3-containing AMPARs, and a consequent reduction in surface and synaptic GluA2, which occludes subsequent induction of hippocampal LTD (Long-Term Depression ) (PMID:29515177).",None,None,Mus musculus (Mouse);Mus musculus (Mouse),Glutamate receptor 2;Src substrate cortactin,Gria2;Cttn,Glur2;Ems1
7446,Hook3-Iigp complex,Mouse,None,"Bone marrow-derived macrophages (BMM) from C57BL/6 mice, stimulated with  IFNgamma",Q8BUK6;Q9QZ85,320191;60440,MI:0019-coimmunoprecipitation,GO:0005794;GO:0046907,Golgi apparatus;intracellular transport,70.08,Golgi,15075236,None,None,None,Mus musculus (Mouse);Mus musculus (Mouse),Protein Hook homolog 3;Interferon-inducible GTPase 1,Hook3;Iigp1,None;Irga6
7481,Nos1-Xdh complex,Mouse,None,heart,Q00519;Q9Z0J4,22436;18125,MI:0019-coimmunoprecipitation,GO:0006979,response to oxidative stress,32.01.01,oxidative stress response,15486091,None,None,None,Mus musculus (Mouse);Mus musculus (Mouse),"Xanthine dehydrogenase/oxidase;Nitric oxide synthase, brain",Xdh;Nos1,None;None
7484,Abca1-Apoa1-Snta1 complex,Mouse,None,Macrophage cell lines,P41233;Q00623;Q61234,11303;11806;20648,MI:0019-coimmunoprecipitation,None,None,None,None,26506427,The ABCA1-syntrophin protein complex is not essential for ABCA1 macrophage lipid efflux but does directly interact with apoA-I and can modulate the pool of cell surface ABCA1 stabilized by apoA-I (PMID:26506427).,None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),ATP-binding cassette sub-family A member 1;Apolipoprotein A-I;Alpha-1-syntrophin,Abca1;Apoa1;Snta1,Abc1;None;Snt1
7536,Cubn-Lrp1-PID1 complex,Mammalia,None,NIH3T3 cells,Q7Z2X4;Q91ZX7;Q9JLB4,55022;16971;65969,MI:0007-anti tag coimmunoprecipitation,None,None,None,None,17124247,None,None,None,Homo sapiens (Human);Mus musculus (Mouse);Mus musculus (Mouse),"PTB-containing, cubilin and LRP1-interacting protein;Prolow-density lipoprotein receptor-related protein 1;Cubilin",PID1;Lrp1;Cubn,"NYGGF4,PCLI1,HMFN2073;A2mr;Ifcr"
7558,Gon4l-Hdac1-Sin3a-Yy1 complex,Mouse,Gon4l-Yy1-Sin3a -Hdac1 complex,B cell line M12.4.1,O09106;Q00899;Q60520;Q9DB00,433759;22632;20466;76022,MI:0019-coimmunoprecipitation,GO:0006355;GO:0005634,"regulation of transcription, DNA-templated;nucleus",11.02.03.04;70.10,transcriptional control;nucleus,21454521,None,None,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),Histone deacetylase 1;Transcriptional repressor protein YY1;Paired amphipathic helix protein Sin3a;GON-4-like protein,Hdac1;Yy1;Sin3a;Gon4l,"None;Ucrbp;Kiaa4126;Gon4,Kiaa1606"
7569,Ldb3(CypherS)-Myoz2-Pdlim5 complex,Mouse,ENH-CypherS-Calsarcin-1 complex,Heart,Q8CI51;Q9JJW5;Q9JKS4-2,56376;59006;24131,MI:0029-cosedimentation through density gradients,GO:0030018;GO:0045214,Z disc;sarcomere organization,None,None,20538684,"ENH forms a protein complex with Cypher short isoform (CypherS) and Calsarcin-1 at the Z-line. CypherS and Calsarcin-1 proteins are significantly downregulated in ENH None mouse hearts resulting in wider and destabilized Z-lines, ultimately giving rise to dilated cardiomyopathy (PMID:20538684)",Dilated cardiomyopathy (PMID:20538684).,None,Mus musculus (Mouse);Mus musculus (Mouse);Mus musculus (Mouse),PDZ and LIM domain protein 5;Myozenin-2;LIM domain-binding protein 3,Pdlim5;Myoz2;Ldb3,"Enh;None;Kiaa0613, CypherS"
