yourlist:M20220311F248CABF64506F29A91F8037F07B67D145D581K,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Q6ZQI3,Q6ZQI3,MLEC_MOUSE,reviewed,Malectin,Mlec Kiaa0152,Mus musculus (Mouse),291
Q9D273,Q9D273,MMAB_MOUSE,reviewed,"Corrinoid adenosyltransferase (EC 2.5.1.17) (Cob(II)alamin adenosyltransferase) (Cob(II)yrinic acid a,c-diamide adenosyltransferase) (Cobinamide/cobalamin adenosyltransferase) (Methylmalonic aciduria type B homolog)",Mmab,Mus musculus (Mouse),237
Q9EQ20,Q9EQ20,MMSA_MOUSE,reviewed,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial (MMSDH) (Malonate-semialdehyde dehydrogenase [acylating]) (EC 1.2.1.18) (EC 1.2.1.27) (Aldehyde dehydrogenase family 6 member A1)",Aldh6a1,Mus musculus (Mouse),535
Q14CH1,Q14CH1,MOCOS_MOUSE,reviewed,Molybdenum cofactor sulfurase (MCS) (MOS) (MoCo sulfurase) (EC 2.8.1.9) (Molybdenum cofactor sulfurtransferase),Mocos,Mus musculus (Mouse),862
Q5RKZ7,Q5RKZ7,MOCS1_MOUSE,reviewed,"Molybdenum cofactor biosynthesis protein 1 [Includes: GTP 3',8-cyclase (EC 4.1.99.22) (Molybdenum cofactor biosynthesis protein A); Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C)]",Mocs1,Mus musculus (Mouse),636
P26041,P26041,MOES_MOUSE,reviewed,Moesin (Membrane-organizing extension spike protein),Msn,Mus musculus (Mouse),577
Q80UM7,Q80UM7,MOGS_MOUSE,reviewed,Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Glucosidase 1) (Glycoprotein-processing glucosidase I),Mogs Gcs1,Mus musculus (Mouse),834
P53986,P53986,MOT1_MOUSE,reviewed,Monocarboxylate transporter 1 (MCT 1) (Solute carrier family 16 member 1),Slc16a1 Mct1,Mus musculus (Mouse),493
P31938,P31938,MP2K1_MOUSE,reviewed,Dual specificity mitogen-activated protein kinase kinase 1 (MAP kinase kinase 1) (MAPKK 1) (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1) (MEK 1),Map2k1 Mek1 Prkmk1,Mus musculus (Mouse),393
Q63932,Q63932,MP2K2_MOUSE,reviewed,Dual specificity mitogen-activated protein kinase kinase 2 (MAP kinase kinase 2) (MAPKK 2) (EC 2.7.12.2) (ERK activator kinase 2) (MAPK/ERK kinase 2) (MEK 2),Map2k2 Mek2 Mkk2 Prkmk2,Mus musculus (Mouse),401
P63030,P63030,MPC1_MOUSE,reviewed,Mitochondrial pyruvate carrier 1 (Brain protein 44-like protein),Mpc1 Brp44l,Mus musculus (Mouse),109
Q9D023,Q9D023,MPC2_MOUSE,reviewed,Mitochondrial pyruvate carrier 2 (Brain protein 44),Mpc2 Brp44,Mus musculus (Mouse),127
Q8VEM8,Q8VEM8,MPCP_MOUSE,reviewed,"Phosphate carrier protein, mitochondrial (Phosphate transport protein) (PTP) (Solute carrier family 25 member 3)",Slc25a3,Mus musculus (Mouse),357
Q924M7,Q924M7,MPI_MOUSE,reviewed,Mannose-6-phosphate isomerase (EC 5.3.1.8) (Phosphohexomutase) (Phosphomannose isomerase) (PMI),Mpi Mpi1 Pmi,Mus musculus (Mouse),423
Q9DC61,Q9DC61,MPPA_MOUSE,reviewed,Mitochondrial-processing peptidase subunit alpha (Alpha-MPP) (Inactive zinc metalloprotease alpha) (P-55),Pmpca Inpp5e,Mus musculus (Mouse),524
P24668,P24668,MPRD_MOUSE,reviewed,Cation-dependent mannose-6-phosphate receptor (CD Man-6-P receptor) (CD-MPR) (46 kDa mannose 6-phosphate receptor) (MPR 46),M6pr 46mpr,Mus musculus (Mouse),278
Q9R0Q9,Q9R0Q9,MPU1_MOUSE,reviewed,Mannose-P-dolichol utilization defect 1 protein (Suppressor of Lec15 and Lec35 glycosylation mutation homolog) (SL15),Mpdu1 Supl15h,Mus musculus (Mouse),247
P19258,P19258,MPV17_MOUSE,reviewed,Protein Mpv17 (Mpv-17),Mpv17,Mus musculus (Mouse),176
Q61830,Q61830,MRC1_MOUSE,reviewed,Macrophage mannose receptor 1 (MMR) (CD antigen CD206),Mrc1,Mus musculus (Mouse),1456
Q7TT50,Q7TT50,MRCKB_MOUSE,reviewed,Serine/threonine-protein kinase MRCK beta (EC 2.7.11.1) (CDC42-binding protein kinase beta) (DMPK-like beta) (Myotonic dystrophy kinase-related CDC42-binding kinase beta) (MRCK beta) (Myotonic dystrophy protein kinase-like beta),Cdc42bpb Kiaa1124,Mus musculus (Mouse),1713
Q8VI47,Q8VI47,MRP2_MOUSE,reviewed,ATP-binding cassette sub-family C member 2 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (Canalicular multispecific organic anion transporter 1) (Multidrug resistance-associated protein 2),Abcc2,Mus musculus (Mouse),1543
Q9R1S7,Q9R1S7,MRP6_MOUSE,reviewed,ATP-binding cassette sub-family C member 6 (EC 7.6.2.-) (EC 7.6.2.3) (Multidrug resistance-associated protein 6),Abcc6 Mrp6,Mus musculus (Mouse),1498
Q9D6Y7,Q9D6Y7,MSRA_MOUSE,reviewed,Mitochondrial peptide methionine sulfoxide reductase (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase) (Protein-methionine-S-oxide reductase) (PMSR),Msra,Mus musculus (Mouse),233
Q9CQ65,Q9CQ65,MTAP_MOUSE,reviewed,S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase),Mtap,Mus musculus (Mouse),283
Q791T5,Q791T5,MTCH1_MOUSE,reviewed,Mitochondrial carrier homolog 1 (Mitochondrial carrier-like protein 1),Mtch1,Mus musculus (Mouse),389
Q791V5,Q791V5,MTCH2_MOUSE,reviewed,Mitochondrial carrier homolog 2 (Met-induced mitochondrial protein),Mtch2 Mimp,Mus musculus (Mouse),303
Q9DCS2,Q9DCS2,MTL26_MOUSE,reviewed,Methyltransferase-like 26,Mettl26,Mus musculus (Mouse),204
Q9CQT1,Q9CQT1,MTNA_MOUSE,reviewed,Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein),Mri1,Mus musculus (Mouse),369
Q9WVQ5,Q9WVQ5,MTNB_MOUSE,reviewed,Methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase) (EC 4.2.1.109) (APAF1-interacting protein) (Monocyte/macrophage protein 19),Apip Mmrp19,Mus musculus (Mouse),241
Q99JT9,Q99JT9,MTND_MOUSE,reviewed,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54) (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD) (Fe-ARD) (Membrane-type 1 matrix metalloproteinase cytoplasmic tail-binding protein 1) (MTCBP-1)",Adi1 Mtcbp1,Mus musculus (Mouse),179
O08601,O08601,MTP_MOUSE,reviewed,Microsomal triglyceride transfer protein large subunit,Mttp Mtp,Mus musculus (Mouse),894
P47802,P47802,MTX1_MOUSE,reviewed,Metaxin-1 (Mitochondrial outer membrane import complex protein 1),Mtx1 Mtx Mtxn,Mus musculus (Mouse),317
O88441,O88441,MTX2_MOUSE,reviewed,Metaxin-2 (Mitochondrial outer membrane import complex protein 2),Mtx2 MNCb-0780,Mus musculus (Mouse),263
P28665,P28665,MUG1_MOUSE,reviewed,Murinoglobulin-1 (MuG1),Mug1 Mug-1,Mus musculus (Mouse),1476
P28666,P28666,MUG2_MOUSE,reviewed,Murinoglobulin-2 (MuG2),Mug2 Mug-2,Mus musculus (Mouse),1451
B5X0G2,B5X0G2,MUP17_MOUSE,reviewed,Major urinary protein 17 (MUP 17),Mup17 Mup15,Mus musculus (Mouse),180
Q5FW60,Q5FW60,MUP20_MOUSE,reviewed,Major urinary protein 20 (Darcin) (Major urinary protein 24),Mup20 Mup24,Mus musculus (Mouse),181
P04939,P04939,MUP3_MOUSE,reviewed,Major urinary protein 3 (MUP 3) (Non-group 1/group 2 MUP15),Mup3,Mus musculus (Mouse),184
P16332,P16332,MUTA_MOUSE,reviewed,"Methylmalonyl-CoA mutase, mitochondrial (MCM) (EC 5.4.99.2) (Methylmalonyl-CoA isomerase)",Mmut Mut,Mus musculus (Mouse),748
Q9EQK5,Q9EQK5,MVP_MOUSE,reviewed,Major vault protein (MVP),Mvp,Mus musculus (Mouse),861
Q9JMH9,Q9JMH9,MY18A_MOUSE,reviewed,Unconventional myosin-XVIIIa (Molecule associated with JAK3 N-terminus) (MAJN) (Myosin containing a PDZ domain) (Surfactant protein receptor SP-R210) (SP-R210),Myo18a Myspdz,Mus musculus (Mouse),2050
Q9CPT4,Q9CPT4,MYDGF_MOUSE,reviewed,Myeloid-derived growth factor (MYDGF),Mydgf D17Wsu104e,Mus musculus (Mouse),166
Q9JK81,Q9JK81,MYG1_MOUSE,reviewed,MYG1 exonuclease (EC 3.1.-.-) (Protein Gamm1),Myg1,Mus musculus (Mouse),380
Q61879,Q61879,MYH10_MOUSE,reviewed,"Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)",Myh10,Mus musculus (Mouse),1976
Q8VDD5,Q8VDD5,MYH9_MOUSE,reviewed,"Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)",Myh9,Mus musculus (Mouse),1960
Q60605,Q60605,MYL6_MOUSE,reviewed,Myosin light polypeptide 6 (17 kDa myosin light chain) (LC17) (Myosin light chain 3) (MLC-3) (Myosin light chain alkali 3) (Myosin light chain A3) (Smooth muscle and nonmuscle myosin light chain alkali 6),Myl6 Myln,Mus musculus (Mouse),151
P46735,P46735,MYO1B_MOUSE,reviewed,Unconventional myosin-Ib (MIH-L) (Myosin I alpha) (MMI-alpha) (MMIa),Myo1b,Mus musculus (Mouse),1107
Q9WTI7,Q9WTI7,MYO1C_MOUSE,reviewed,Unconventional myosin-Ic (Myosin I beta) (MMI-beta) (MMIb),Myo1c,Mus musculus (Mouse),1063
Q64331,Q64331,MYO6_MOUSE,reviewed,Unconventional myosin-VI (Protein twist) (Unconventional myosin-6),Myo6 Sv,Mus musculus (Mouse),1265
Q80UM3,Q80UM3,NAA15_MOUSE,reviewed,"N-alpha-acetyltransferase 15, NatA auxiliary subunit (N-terminal acetyltransferase 1) (NMDA receptor-regulated protein 1) (Protein tubedown-1)",Naa15 Narg1 Nat1 Tbdn-1 Tubedown,Mus musculus (Mouse),865
Q60817,Q60817,NACA_MOUSE,reviewed,Nascent polypeptide-associated complex subunit alpha (Alpha-NAC) (Alpha-NAC/1.9.2),Naca,Mus musculus (Mouse),215
Q91X91,Q91X91,NADC_MOUSE,reviewed,Nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating]) (QAPRTase) (QPRTase),Qprt,Mus musculus (Mouse),299
Q711T7,Q711T7,NADE_MOUSE,reviewed,Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing]) (NAD(+) synthetase) (NH3-dependent NAD(+) synthetase-like protein),Nadsyn1,Mus musculus (Mouse),725
Q9QWR8,Q9QWR8,NAGAB_MOUSE,reviewed,Alpha-N-acetylgalactosaminidase (EC 3.2.1.49) (Alpha-galactosidase B),Naga,Mus musculus (Mouse),415
Q8C5H8,Q8C5H8,NAKD2_MOUSE,reviewed,"NAD kinase 2, mitochondrial (EC 2.7.1.23) (Mitochondrial NAD kinase) (NAD kinase domain-containing protein 1, mitochondrial)",Nadk2 Mnadk Nadkd1,Mus musculus (Mouse),452
Q99KQ4,Q99KQ4,NAMPT_MOUSE,reviewed,Nicotinamide phosphoribosyltransferase (NAmPRTase) (Nampt) (EC 2.4.2.12) (Pre-B-cell colony-enhancing factor 1 homolog) (PBEF) (Visfatin),Nampt Pbef1,Mus musculus (Mouse),491
Q9DCN2,Q9DCN2,NB5R3_MOUSE,reviewed,NADH-cytochrome b5 reductase 3 (B5R) (Cytochrome b5 reductase) (EC 1.6.2.2) (Diaphorase-1) [Cleaved into: NADH-cytochrome b5 reductase 3 membrane-bound form; NADH-cytochrome b5 reductase 3 soluble form],Cyb5r3 Dia1,Mus musculus (Mouse),301
Q8BLF1,Q8BLF1,NCEH1_MOUSE,reviewed,Neutral cholesterol ester hydrolase 1 (NCEH) (EC 3.1.1.-) (Arylacetamide deacetylase-like 1) (Chlorpyrifos oxon-binding protein) (CPO-BP),Nceh1 Aadacl1 Kiaa1363,Mus musculus (Mouse),408
P28660,P28660,NCKP1_MOUSE,reviewed,Nck-associated protein 1 (NAP 1) (Brain protein H19) (MH19) (Membrane-associated protein HEM-2) (p125Nap1),Nckap1 Hem2 Kiaa0587 Nap1,Mus musculus (Mouse),1128
Q8VCM8,Q8VCM8,NCLN_MOUSE,reviewed,Nicalin (Nicastrin-like protein),Ncln,Mus musculus (Mouse),563
P37040,P37040,NCPR_MOUSE,reviewed,NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4),Por,Mus musculus (Mouse),678
P15532,P15532,NDKA_MOUSE,reviewed,Nucleoside diphosphate kinase A (NDK A) (NDP kinase A) (EC 2.7.4.6) (Metastasis inhibition factor NM23) (NDPK-A) (Tumor metastatic process-associated protein) (nm23-M1),Nme1 Nm23,Mus musculus (Mouse),152
Q01768,Q01768,NDKB_MOUSE,reviewed,Nucleoside diphosphate kinase B (NDK B) (NDP kinase B) (EC 2.7.4.6) (Histidine protein kinase NDKB) (EC 2.7.13.3) (P18) (nm23-M2),Nme2,Mus musculus (Mouse),152
Q9QYG0,Q9QYG0,NDRG2_MOUSE,reviewed,Protein NDRG2 (N-myc downstream-regulated gene 2 protein) (Protein Ndr2),Ndrg2 Kiaa1248 Ndr2,Mus musculus (Mouse),371
Q9CQ75,Q9CQ75,NDUA2_MOUSE,reviewed,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 (Complex I-B8) (CI-B8) (NADH-ubiquinone oxidoreductase B8 subunit),Ndufa2,Mus musculus (Mouse),99
Q62425,Q62425,NDUA4_MOUSE,reviewed,Cytochrome c oxidase subunit NDUFA4,Ndufa4,Mus musculus (Mouse),82
Q9CPP6,Q9CPP6,NDUA5_MOUSE,reviewed,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 (Complex I subunit B13) (Complex I-13kD-B) (CI-13kD-B) (NADH-ubiquinone oxidoreductase 13 kDa-B subunit),Ndufa5,Mus musculus (Mouse),116
Q9CQZ5,Q9CQZ5,NDUA6_MOUSE,reviewed,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 (Complex I-B14) (CI-B14) (NADH-ubiquinone oxidoreductase B14 subunit),Ndufa6,Mus musculus (Mouse),131
Q9DCJ5,Q9DCJ5,NDUA8_MOUSE,reviewed,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 (Complex I-19kD) (CI-19kD) (Complex I-PGIV) (CI-PGIV) (NADH-ubiquinone oxidoreductase 19 kDa subunit),Ndufa8,Mus musculus (Mouse),172
Q9DC69,Q9DC69,NDUA9_MOUSE,reviewed,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial (Complex I-39kD) (CI-39kD) (NADH-ubiquinone oxidoreductase 39 kDa subunit)",Ndufa9,Mus musculus (Mouse),377
Q99LC3,Q99LC3,NDUAA_MOUSE,reviewed,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial (Complex I-42kD) (CI-42kD) (NADH-ubiquinone oxidoreductase 42 kDa subunit)",Ndufa10,Mus musculus (Mouse),355
Q9D8B4,Q9D8B4,NDUAB_MOUSE,reviewed,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 (Complex I-B14.7) (CI-B14.7) (NADH-ubiquinone oxidoreductase subunit B14.7),Ndufa11,Mus musculus (Mouse),141
Q7TMF3,Q7TMF3,NDUAC_MOUSE,reviewed,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 (Complex I-B17.2) (CI-B17.2) (CIB17.2) (NADH-ubiquinone oxidoreductase subunit B17.2),Ndufa12,Mus musculus (Mouse),145
Q9ERS2,Q9ERS2,NDUAD_MOUSE,reviewed,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Cell death regulatory protein GRIM-19) (Complex I-B16.6) (CI-B16.6) (Gene associated with retinoic and interferon-induced mortality 19 protein) (GRIM-19) (Gene associated with retinoic and IFN-induced mortality 19 protein) (NADH-ubiquinone oxidoreductase B16.6 subunit),Ndufa13 Grim19,Mus musculus (Mouse),144
Q9CQC7,Q9CQC7,NDUB4_MOUSE,reviewed,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 (Complex I-B15) (CI-B15) (NADH-ubiquinone oxidoreductase B15 subunit),Ndufb4,Mus musculus (Mouse),129
Q9CQH3,Q9CQH3,NDUB5_MOUSE,reviewed,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial (Complex I-SGDH) (CI-SGDH) (NADH-ubiquinone oxidoreductase SGDH subunit)",Ndufb5,Mus musculus (Mouse),189
Q3UIU2,Q3UIU2,NDUB6_MOUSE,reviewed,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 (Complex I-B17) (CI-B17) (NADH-ubiquinone oxidoreductase B17 subunit),Ndufb6 Gm137,Mus musculus (Mouse),128
Q9CR61,Q9CR61,NDUB7_MOUSE,reviewed,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 (Complex I-B18) (CI-B18) (NADH-ubiquinone oxidoreductase B18 subunit),Ndufb7,Mus musculus (Mouse),137
Q9D6J5,Q9D6J5,NDUB8_MOUSE,reviewed,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial (Complex I-ASHI) (CI-ASHI) (NADH-ubiquinone oxidoreductase ASHI subunit)",Ndufb8,Mus musculus (Mouse),186
Q9CQJ8,Q9CQJ8,NDUB9_MOUSE,reviewed,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 (Complex I-B22) (CI-B22) (NADH-ubiquinone oxidoreductase B22 subunit),Ndufb9,Mus musculus (Mouse),179
Q9DCS9,Q9DCS9,NDUBA_MOUSE,reviewed,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 (Complex I-PDSW) (CI-PDSW) (NADH-ubiquinone oxidoreductase PDSW subunit),Ndufb10,Mus musculus (Mouse),176
Q9CQ54,Q9CQ54,NDUC2_MOUSE,reviewed,NADH dehydrogenase [ubiquinone] 1 subunit C2 (Complex I-B14.5b) (CI-B14.5b) (NADH-ubiquinone oxidoreductase subunit B14.5b),Ndufc2,Mus musculus (Mouse),120
Q59J78,Q59J78,NDUF2_MOUSE,reviewed,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 (Mimitin) (Myc-induced mitochondrial protein) (MMTN) (NDUFA12-like protein),Ndufaf2 Ndufa12l,Mus musculus (Mouse),168
Q9JKL4,Q9JKL4,NDUF3_MOUSE,reviewed,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 (Protein 2P1),Ndufaf3,Mus musculus (Mouse),185
Q91VD9,Q91VD9,NDUS1_MOUSE,reviewed,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 7.1.1.2) (Complex I-75kD) (CI-75kD)",Ndufs1,Mus musculus (Mouse),727
Q91WD5,Q91WD5,NDUS2_MOUSE,reviewed,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)",Ndufs2,Mus musculus (Mouse),463
Q9DCT2,Q9DCT2,NDUS3_MOUSE,reviewed,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 7.1.1.2) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)",Ndufs3,Mus musculus (Mouse),263
Q9CXZ1,Q9CXZ1,NDUS4_MOUSE,reviewed,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (Complex I-18 kDa) (CI-18 kDa) (Complex I-AQDQ) (CI-AQDQ) (NADH-ubiquinone oxidoreductase 18 kDa subunit)",Ndufs4,Mus musculus (Mouse),175
Q99LY9,Q99LY9,NDUS5_MOUSE,reviewed,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 (Complex I-15 kDa) (CI-15 kDa) (NADH-ubiquinone oxidoreductase 15 kDa subunit),Ndufs5,Mus musculus (Mouse),106
P52503,P52503,NDUS6_MOUSE,reviewed,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial (Complex I-13kD-A) (CI-13kD-A) (NADH-ubiquinone oxidoreductase 13 kDa-A subunit)",Ndufs6 Ip13,Mus musculus (Mouse),116
Q8K3J1,Q8K3J1,NDUS8_MOUSE,reviewed,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (EC 7.1.1.2) (Complex I-23kD) (CI-23kD) (NADH-ubiquinone oxidoreductase 23 kDa subunit)",Ndufs8,Mus musculus (Mouse),212
Q91YT0,Q91YT0,NDUV1_MOUSE,reviewed,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (EC 7.1.1.2) (Complex I-51kD) (CI-51kD) (NADH-ubiquinone oxidoreductase 51 kDa subunit)",Ndufv1,Mus musculus (Mouse),464
Q9D6J6,Q9D6J6,NDUV2_MOUSE,reviewed,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (EC 7.1.1.2) (NADH-ubiquinone oxidoreductase 24 kDa subunit)",Ndufv2,Mus musculus (Mouse),248
Q99KK2,Q99KK2,NEUA_MOUSE,reviewed,N-acylneuraminate cytidylyltransferase (EC 2.7.7.43) (CMP-N-acetylneuraminic acid synthase) (CMP-NeuNAc synthase),Cmas,Mus musculus (Mouse),432
Q91YP2,Q91YP2,NEUL_MOUSE,reviewed,"Neurolysin, mitochondrial (EC 3.4.24.16) (Microsomal endopeptidase) (MEP) (Mitochondrial oligopeptidase M) (Neurotensin endopeptidase)",Nln,Mus musculus (Mouse),704
Q9Z1J3,Q9Z1J3,NFS1_MOUSE,reviewed,"Cysteine desulfurase, mitochondrial (m-Nfs1) (EC 2.8.1.7)",Nfs1 Nifs,Mus musculus (Mouse),459
Q9QZ23,Q9QZ23,NFU1_MOUSE,reviewed,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial (HIRA-interacting protein 5) (mHIRIP5)",Nfu1 Hirip5,Mus musculus (Mouse),255
Q9D0T1,Q9D0T1,NH2L1_MOUSE,reviewed,"NHP2-like protein 1 (Fertilization antigen 1) (FA-1) (High mobility group-like nuclear protein 2 homolog 1) (Sperm-specific antigen 1) (U4/U6.U5 small nuclear ribonucleoprotein SNU13) (U4/U6.U5 tri-snRNP 15.5 kDa protein) [Cleaved into: NHP2-like protein 1, N-terminally processed]",Snu13 Nhp2l1 Ssfa1,Mus musculus (Mouse),128
Q9CRB2,Q9CRB2,NHP2_MOUSE,reviewed,H/ACA ribonucleoprotein complex subunit 2 (Nucleolar protein family A member 2) (snoRNP protein NHP2),Nhp2 Nola2,Mus musculus (Mouse),153
P70441,P70441,NHRF1_MOUSE,reviewed,Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1),Slc9a3r1 Nherf Nherf1,Mus musculus (Mouse),355
Q9JIL4,Q9JIL4,NHRF3_MOUSE,reviewed,Na(+)/H(+) exchange regulatory cofactor NHE-RF3 (NHERF-3) (CFTR-associated protein of 70 kDa) (Na(+)/H(+) exchanger regulatory factor 3) (Na/Pi cotransporter C-terminal-associated protein 1) (NaPi-Cap1) (PDZ domain-containing protein 1) (Sodium-hydrogen exchanger regulatory factor 3),Pdzk1 Cap70 Nherf3,Mus musculus (Mouse),519
O55125,O55125,NIPS1_MOUSE,reviewed,Protein NipSnap homolog 1 (NipSnap1),Nipsnap1,Mus musculus (Mouse),284
Q8VDK1,Q8VDK1,NIT1_MOUSE,reviewed,Deaminated glutathione amidase (dGSH amidase) (EC 3.5.1.128) (Nitrilase homolog 1),Nit1,Mus musculus (Mouse),323
Q9JHW2,Q9JHW2,NIT2_MOUSE,reviewed,Omega-amidase NIT2 (EC 3.5.1.3) (Nitrilase homolog 2),Nit2 D16Ertd502e,Mus musculus (Mouse),276
O70310,O70310,NMT1_MOUSE,reviewed,Glycylpeptide N-tetradecanoyltransferase 1 (EC 2.3.1.97) (Myristoyl-CoA:protein N-myristoyltransferase 1) (NMT 1) (Type I N-myristoyltransferase) (Peptide N-myristoyltransferase 1),Nmt1,Mus musculus (Mouse),496
Q9CZ42,Q9CZ42,NNRD_MOUSE,reviewed,ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase) (Carbohydrate kinase domain-containing protein) (NAD(P)HX dehydratase),Naxd Carkd,Mus musculus (Mouse),343
Q8K4Z3,Q8K4Z3,NNRE_MOUSE,reviewed,NAD(P)H-hydrate epimerase (EC 5.1.99.6) (Apolipoprotein A-I-binding protein) (AI-BP) (NAD(P)HX epimerase),Naxe Aibp Apoa1bp,Mus musculus (Mouse),282
Q6GQT9,Q6GQT9,NOMO1_MOUSE,reviewed,Nodal modulator 1,Nomo1,Mus musculus (Mouse),1214
Q99K48,Q99K48,NONO_MOUSE,reviewed,Non-POU domain-containing octamer-binding protein (NonO protein),Nono,Mus musculus (Mouse),473
Q9D6Z1,Q9D6Z1,NOP56_MOUSE,reviewed,Nucleolar protein 56 (Nucleolar protein 5A),Nop56 Nol5a,Mus musculus (Mouse),580
Q6DFW4,Q6DFW4,NOP58_MOUSE,reviewed,Nucleolar protein 58 (MSSP) (Nucleolar protein 5) (SIK-similar protein),Nop58 Nol5,Mus musculus (Mouse),536
P28656,P28656,NP1L1_MOUSE,reviewed,Nucleosome assembly protein 1-like 1 (Brain protein DN38) (NAP-1-related protein),Nap1l1 Nrp,Mus musculus (Mouse),391
Q78ZA7,Q78ZA7,NP1L4_MOUSE,reviewed,Nucleosome assembly protein 1-like 4,Nap1l4,Mus musculus (Mouse),375
Q9Z0J0,Q9Z0J0,NPC2_MOUSE,reviewed,NPC intracellular cholesterol transporter 2 (Epididymal secretory protein E1) (mE1) (Niemann Pick type C2 protein homolog),Npc2,Mus musculus (Mouse),149
P60670,P60670,NPL4_MOUSE,reviewed,Nuclear protein localization protein 4 homolog (Protein NPL4),Nploc4 Kiaa1499 Npl4,Mus musculus (Mouse),608
Q61937,Q61937,NPM_MOUSE,reviewed,Nucleophosmin (NPM) (Nucleolar phosphoprotein B23) (Nucleolar protein NO38) (Numatrin),Npm1,Mus musculus (Mouse),292
