,,,,,,,,,,,,E(t)=1-exp(-k0(t-t0)),,,,,
Q8JZQ9,13,12,0,0.0223435,0.172692,0.334784,0.72952,0.958942,0.953887,0.952542,0.946934,0.399907,0.324336,0.996452,,EIF3B_MOUSE,Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (eIF-3-eta) (eIF3 p116)
Q8JZR0,17,16,0,0.0361874,0.302833,0.625714,0.860154,0.966514,0.955101,0.951358,0.962288,0.31822,0.554839,0.998695,,ACSL5_MOUSE,Long-chain-fatty-acid--CoA ligase 5 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 5) (LACS 5)
Q8JZZ0,3,2,0,0,0,0,0.827222,1,0.88585,0.88392,0.926386,0.827213,0.303052,0.95315,,UD3A2_MOUSE,UDP-glucuronosyltransferase 3A2 (UDPGT 3A2) (EC 2.4.1.17)
Q8K010,34,26,0,0.0129748,0.0379529,0.221187,0.798468,0.965218,0.945343,0.988528,0.98357,0.634669,0.32865,0.986913,,OPLA_MOUSE,5-oxoprolinase (EC 3.5.2.9) (5-oxo-L-prolinase) (5-OPase) (Pyroglutamase)
Q8K023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,AKC1H_MOUSE,Aldo-keto reductase family 1 member C18 (EC 1.1.-.-) (20-alpha-hydroxysteroid dehydrogenase) (20-alpha-HSD) (EC 1.1.1.149)
Q8K0E8,6,2,0,0.0911686,0.711253,0.636253,0.967112,0.991826,0.999663,0.999783,1,0.19993,0.935616,0.988174,,FIBB_MOUSE,Fibrinogen beta chain [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain]
Q8K157,7,6,0,0.0666312,0.116566,0.211959,0.525067,0.811531,0.986862,0.99211,0.993027,0.29872,0.196581,0.997383,,GALM_MOUSE,Galactose mutarotase (EC 5.1.3.3) (Aldose 1-epimerase)
Q8K183,2,1,0,0,0,0,0,0.492569,0.894303,0.812933,0.989392,1.0854,0.0879759,0.956752,,PDXK_MOUSE,Pyridoxal kinase (EC 2.7.1.35) (Pyridoxine kinase)
Q8K1Z0,6,1,0,0,0,0.228533,0.716988,1,1,1,1,0.4249,0.272286,0.982219,,COQ9_MOUSE,"Ubiquinone biosynthesis protein COQ9, mitochondrial"
Q8K273,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,EMC5_MOUSE,ER membrane protein complex subunit 5 (Membrane magnesium transporter 1) (Transmembrane protein 32)
Q8K2B3,30,25,0,0.00251269,0.0725006,0.207849,0.47899,0.773579,0.949256,0.9749,0.978952,0.519538,0.185844,0.999167,,SDHA_MOUSE,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (Fp)"
Q8K2C9,6,5,0,0,0.0813196,0.155972,0.52223,0.929191,0.991304,0.981773,0.996765,0.646302,0.231523,0.992416,,HACD3_MOUSE,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 3) (HACD3) (Butyrate-induced protein 1) (B-ind1) (Protein-tyrosine phosphatase-like A domain-containing protein 1)
Q8K2Q0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,COMD9_MOUSE,COMM domain-containing protein 9
Q8K310,3,1,0,0,0,0,1,1,0.89612,0.944053,1,0.491743,0.298023,0.92599,,MATR3_MOUSE,Matrin-3
Q8K3J1,6,4,0,0,0.0360244,0.139299,0.390633,0.710055,0.971898,0.992567,0.993253,0.697058,0.161656,0.997208,,NDUS8_MOUSE,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (EC 7.1.1.2) (Complex I-23kD) (CI-23kD) (NADH-ubiquinone oxidoreductase 23 kDa subunit)"
Q8K3K7,5,3,0,0,0.160098,0.406238,0.87072,0.952541,0.991813,1,0.977341,0.478803,0.422805,0.996285,,PLCB_MOUSE,1-acyl-sn-glycerol-3-phosphate acyltransferase beta (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 2) (1-AGP acyltransferase 2) (1-AGPAT 2) (Lysophosphatidic acid acyltransferase beta) (LPAAT-beta)
Q8K411,2,1,0,0,0.869463,0.874448,0.948069,1,1,1,1,0.091896,1.1346,0.977203,,PREP_MOUSE,"Presequence protease, mitochondrial (EC 3.4.24.-) (Pitrilysin metalloproteinase 1)"
Q8K441,19,9,0,0.00698887,0.0454558,0.128623,0.890266,0.982551,0.969779,0.971351,0.954642,0.6844,0.345538,0.972176,,ABCA6_MOUSE,ATP-binding cassette sub-family A member 6 (EC 7.6.2.-)
Q8K4F5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,ABHDB_MOUSE,Protein ABHD11 (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 11) (Abhydrolase domain-containing protein 11) (Williams-Beuren syndrome chromosomal region 21 protein homolog)
Q8K4H1,2,1,0,0,0,0,0.42544,0.772454,0.91148,1,1,0.640968,0.152999,0.982077,,KFA_MOUSE,Kynurenine formamidase (KFA) (KFase) (EC 3.5.1.9) (Arylformamidase) (N-formylkynurenine formamidase) (FKF)
Q8K4Z3,6,1,0,0,0,0,0,0.478098,1,0.904953,1,1.47652,0.105563,0.953827,,NNRE_MOUSE,NAD(P)H-hydrate epimerase (EC 5.1.99.6) (Apolipoprotein A-I-binding protein) (AI-BP) (NAD(P)HX epimerase)
Q8K5B2,3,2,0,0.0891675,0.260427,0.785813,0.936349,0.988589,0.987522,0.994598,1,0.322387,0.709931,0.995341,,MCFD2_MOUSE,Multiple coagulation factor deficiency protein 2 homolog (Neural stem cell-derived neuronal survival protein)
Q8QZR1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,ATTY_MOUSE,Tyrosine aminotransferase (TAT) (EC 2.6.1.5) (L-tyrosine:2-oxoglutarate aminotransferase)
Q8QZR5,10,9,0,0.0482154,0.19674,0.376996,0.732789,0.962243,0.975404,0.969041,0.966788,0.309096,0.33104,0.998211,,ALAT1_MOUSE,Alanine aminotransferase 1 (ALT1) (EC 2.6.1.2) (Glutamate pyruvate transaminase 1) (GPT 1) (Glutamic--alanine transaminase 1) (Glutamic--pyruvic transaminase 1)
Q8QZS1,11,5,0,0.000460858,0.0216098,0.0472452,0.448306,0.757227,0.96385,0.997108,0.996766,0.835248,0.174923,0.991687,,HIBCH_MOUSE,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase) (HIB-CoA hydrolase) (HIBYL-CoA-H)"
Q8QZT1,19,5,0,0,0.0213316,0.126988,0.396766,0.81771,0.964027,0.996192,0.987054,0.77137,0.182223,0.993988,,THIL_MOUSE,"Acetyl-CoA acetyltransferase, mitochondrial (EC 2.3.1.9) (Acetoacetyl-CoA thiolase)"
Q8QZY2,2,2,0,0,0,0.0802875,0.425524,0.743176,0.95369,0.989329,1,0.839168,0.170131,0.994395,,GLCTK_MOUSE,Glycerate kinase (EC 2.7.1.31)
Q8R050,2,2,0,0,0,0.276142,0.958782,0.981366,1,0.960593,0.98253,0.666602,0.411666,0.978286,,ERF3A_MOUSE,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A (Eukaryotic peptide chain release factor subunit 3a) (eRF3a) (G1 to S phase transition protein 1 homolog)
Q8R081,5,1,0,0,0,0.589667,0.687189,0.950104,1,0.987404,1,0.537569,0.394177,0.987517,,HNRPL_MOUSE,Heterogeneous nuclear ribonucleoprotein L (hnRNP L)
Q8R086,8,5,0,0.0141733,0.111327,0.364524,0.730717,0.901308,0.980395,0.944457,0.994709,0.458928,0.321262,0.997635,,SUOX_MOUSE,"Sulfite oxidase, mitochondrial (EC 1.8.3.1)"
Q8R0F8,7,1,0,0,0,0.219404,0.301304,0.754592,0.855309,0.958679,1,0.427843,0.138312,0.99089,,FAHD1_MOUSE,"Acylpyruvase FAHD1, mitochondrial (EC 3.7.1.5) (Fumarylacetoacetate hydrolase domain-containing protein 1) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112)"
Q8R0F9,10,8,0,0.0151217,0.0926601,0.251891,0.542702,0.91191,0.960197,0.955549,0.976753,0.499859,0.236542,0.996567,,S14L4_MOUSE,SEC14-like protein 4
Q8R0J8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,GNTK_MOUSE,Probable gluconokinase (EC 2.7.1.12) (Gluconate kinase)
Q8R0W0,9,3,0,0,0.1138,0.721267,0.953765,1,0.979671,1,0.989652,0.491767,0.656805,0.991146,,EPIPL_MOUSE,Epiplakin
Q8R0Y6,65,48,0,0.0119436,0.162877,0.300159,0.624133,0.925779,0.977047,0.988108,0.985161,0.398617,0.271593,0.998509,,AL1L1_MOUSE,Cytosolic 10-formyltetrahydrofolate dehydrogenase (10-FTHFDH) (FDH) (EC 1.5.1.6) (Aldehyde dehydrogenase family 1 member L1)
Q8R146,5,4,0,0,0,0.239393,0.577773,0.837769,0.97583,0.949599,0.975036,0.661363,0.234105,0.996084,,APEH_MOUSE,Acylamino-acid-releasing enzyme (AARE) (EC 3.4.19.1) (Acyl-peptide hydrolase) (APH) (Acylaminoacyl-peptidase)
Q8R164,20,8,0,0,0.0700261,0.113498,0.382572,0.652655,0.937146,0.934925,0.969077,0.597731,0.140824,0.997162,,BPHL_MOUSE,Valacyclovir hydrolase (VACVase) (Valacyclovirase) (EC 3.1.-.-) (Biphenyl hydrolase-like protein)
Q8R1B4,11,8,0,0.0321296,0.0752396,0.231052,0.731298,0.959906,0.977813,0.971252,0.977152,0.548764,0.301863,0.991264,,EIF3C_MOUSE,Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110)
Q8R1F5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,HYI_MOUSE,Putative hydroxypyruvate isomerase (EC 5.3.1.22)
Q8R1G2,11,7,0,0.0250416,0.0749418,0.174929,0.551249,0.883483,0.989926,0.972436,0.997658,0.564995,0.225306,0.994633,,CMBL_MOUSE,Carboxymethylenebutenolidase homolog (EC 3.1.-.-)
Q8R1I1,2,1,0,0,0,0,0.363448,0.715866,0.941222,1,1,0.683405,0.141785,0.98395,,QCR9_MOUSE,Cytochrome b-c1 complex subunit 9 (Complex III subunit 9) (Complex III subunit X) (Cytochrome c1 non-heme 7 kDa protein) (Ubiquinol-cytochrome c reductase complex 7.2 kDa protein)
Q8R2G6,1,1,0,0,0,0,0,0.7317,0.968334,1,0.952633,0.976463,0.118963,0.940819,,CCD80_MOUSE,Coiled-coil domain-containing protein 80 (Up-regulated in BRS-3 deficient mouse)
Q8R2Y8,4,1,0,1,0.388719,0.591114,0.947473,1,1,1,0.945856,-5.65359,0.184842,0.956855,,PTH2_MOUSE,"Peptidyl-tRNA hydrolase 2, mitochondrial (PTH 2) (EC 3.1.1.29)"
Q8R3Q6,4,3,0,0,0,0,0,0.462466,0.883618,0.972654,1,1.50148,0.0994737,0.964934,,MIX23_MOUSE,Protein MIX23 (Coiled-coil domain-containing protein 58)
Q8R404,2,2,0,0,0.173773,0.484878,0.80203,1,1,0.998578,1,0.444508,0.433032,0.999141,,MIC13_MOUSE,MICOS complex subunit MIC13
Q8R4N0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CLYBL_MOUSE,"Citramalyl-CoA lyase, mitochondrial (EC 4.1.3.25) ((3S)-malyl-CoA thioesterase) (EC 3.1.2.30) (Beta-methylmalate synthase) (EC 2.3.3.-) (Citrate lyase subunit beta-like protein, mitochondrial) (Citrate lyase beta-like) (Malate synthase) (EC 2.3.3.9)"
Q8VBT2,8,7,0,0.0170043,0.100776,0.410764,0.750596,0.920373,0.992344,0.982136,0.989523,0.464966,0.349022,0.997958,,SDHL_MOUSE,L-serine dehydratase/L-threonine deaminase (SDH) (EC 4.3.1.17) (L-serine deaminase) (L-threonine dehydratase) (TDH) (EC 4.3.1.19)
Q8VBV7,3,1,0,0,0,0.416615,0.691201,0.904268,0.875147,0.912432,0.984359,0.323897,0.273075,0.985234,,CSN8_MOUSE,COP9 signalosome complex subunit 8 (SGN8) (Signalosome subunit 8) (COP9 homolog) (JAB1-containing signalosome subunit 8)
Q8VBW8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,TTC36_MOUSE,Tetratricopeptide repeat protein 36 (TPR repeat protein 36)
Q8VC12,22,17,0,0.00937664,0.0900379,0.216662,0.524323,0.872982,0.986522,0.987833,0.99262,0.534032,0.222536,0.997374,,HUTU_MOUSE,Urocanate hydratase (Urocanase) (EC 4.2.1.49) (Imidazolonepropionate hydrolase)
Q8VC28,10,5,0,0.0212846,0.123945,0.229987,0.53622,0.859568,0.961916,0.986611,0.994669,0.419253,0.217133,0.998122,,AK1CD_MOUSE,Aldo-keto reductase family 1 member C13 (EC 1.1.1.-)
Q8VC30,26,18,0,0.011831,0.250135,0.443588,0.688904,0.913272,0.986586,0.997504,0.986521,0.259589,0.328114,0.999428,,TKFC_MOUSE,Triokinase/FMN cyclase (Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing)) [Includes: ATP-dependent dihydroxyacetone kinase (DHA kinase) (EC 2.7.1.28) (EC 2.7.1.29) (Glycerone kinase) (Triokinase) (Triose kinase); FAD-AMP lyase (cyclizing) (EC 4.6.1.15) (FAD-AMP lyase (cyclic FMN forming)) (FMN cyclase)]
Q8VCB3,11,5,0,0,0.0170358,0.242876,0.748824,0.934856,1,0.962523,0.968564,0.664123,0.314255,0.991015,,GYS2_MOUSE,"Glycogen [starch] synthase, liver (EC 2.4.1.11)"
Q8VCC1,2,1,0,0.942218,0.974772,0.977149,0.947907,0.878077,0.711741,0.645256,0.203486,-3.16E-06,7.47414,0.890675,,PGDH_MOUSE,15-hydroxyprostaglandin dehydrogenase [NAD(+)] (15-PGDH) (EC 1.1.1.141) (Eicosanoid/docosanoid dehydrogenase [NAD(+)]) (EC 1.1.1.-) (EC 1.1.1.232) (Prostaglandin dehydrogenase 1)
Q8VCC2,13,8,0,0.086137,0.178786,0.457925,0.72583,0.96656,0.988065,0.998604,0.985153,0.231052,0.341648,0.998767,,EST1_MOUSE,Liver carboxylesterase 1 (EC 3.1.1.1) (Acyl-coenzyme A:cholesterol acyltransferase) (Carboxylesterase 1G) (Cholesteryl ester hydrolase) (CEH) (EC 3.1.1.13) (ES-x)
Q8VCF0,1,1,0,0,0.211537,0.553992,0.759509,0.962878,0.941309,0.961975,0.953795,0.180419,0.374376,0.995113,,MAVS_MOUSE,Mitochondrial antiviral-signaling protein (MAVS) (CARD adapter inducing interferon beta) (Cardif) (Interferon beta promoter stimulator protein 1) (IPS-1) (Virus-induced-signaling adapter) (VISA)
Q8VCG4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CO8G_MOUSE,Complement component C8 gamma chain
Q8VCH0,8,5,0,0.0229307,0.141636,0.69846,0.962906,0.96122,0.981786,0.990147,0.991135,0.453348,0.637317,0.992525,,THIKB_MOUSE,"3-ketoacyl-CoA thiolase B, peroxisomal (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.9) (Acetyl-CoA acyltransferase B) (Beta-ketothiolase B) (Peroxisomal 3-oxoacyl-CoA thiolase B)"
Q8VCM7,9,6,0,0.233856,0.706063,0.917942,0.962632,0.989588,0.985507,0.976791,0.98975,0.198249,1.48497,0.999627,,FIBG_MOUSE,Fibrinogen gamma chain
Q8VCN5,2,1,0,0,0,0.393284,0.428132,0.856053,0.922989,0.949481,0.992558,0.308659,0.1939,0.987338,,CGL_MOUSE,Cystathionine gamma-lyase (CGL) (CSE) (EC 4.4.1.1) (Cysteine desulfhydrase) (Cysteine-protein sulfhydrase) (Gamma-cystathionase) (Homocysteine desulfhydrase) (EC 4.4.1.2)
Q8VCR7,9,7,0,0.00414515,0.0611173,0.142847,0.428647,0.770495,0.982599,0.991935,0.997716,0.642596,0.178053,0.996615,,ABHEB_MOUSE,Protein ABHD14B (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 14B) (Abhydrolase domain-containing protein 14B) (CCG1-interacting factor B)
Q8VCT4,24,14,0,0.0395762,0.0764596,0.247768,0.698993,0.953648,0.9902,0.989762,0.989614,0.519166,0.291607,0.993392,,EST1D_MOUSE,Carboxylesterase 1D (Carboxylesterase 3) (EC 3.1.1.1) (EC 3.1.1.67) (Fatty acid ethyl ester synthase) (FAEE synthase) (Triacylglycerol hydrolase) (TGH)
Q8VCU1,6,3,0,0.00713337,0.0887653,0.384935,0.690045,0.949897,0.987186,0.967781,0.973886,0.497159,0.3255,0.997941,,EST3B_MOUSE,Carboxylesterase 3B (EC 3.1.1.1) (Liver carboxylesterase 31-like)
Q8VCW8,22,15,0,0.00723758,0.0664489,0.148054,0.493798,0.774637,0.945586,0.973078,0.989639,0.586378,0.184565,0.997118,,ACSF2_MOUSE,"Medium-chain acyl-CoA ligase ACSF2, mitochondrial (EC 6.2.1.2)"
Q8VCX1,10,9,0,0.020934,0.161289,0.259211,0.576556,0.930202,0.96606,0.993143,0.983887,0.390954,0.248538,0.996818,,AK1D1_MOUSE,Aldo-keto reductase family 1 member D1 (EC 1.3.1.3) (3-oxo-5-beta-steroid 4-dehydrogenase) (Delta(4)-3-ketosteroid 5-beta-reductase) (Delta(4)-3-oxosteroid 5-beta-reductase)
Q8VCZ9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,HYPDH_MOUSE,Hydroxyproline dehydrogenase (HYPDH) (EC 1.5.5.3) (Kidney and liver proline oxidase 1) (MmPOX1) (Probable proline dehydrogenase 2) (EC 1.5.5.2) (Probable proline oxidase 2) (Proline oxidase-like protein) (PO) (Proline oxidase)
Q8VDD5,114,66,0,0.0110123,0.12799,0.301632,0.71696,0.93542,0.967955,0.979915,0.98025,0.478314,0.309422,0.997065,,MYH9_MOUSE,"Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)"
Q8VDJ3,29,12,0,0.032901,0.322359,0.687896,0.946206,0.967347,0.968467,0.973428,0.98693,0.355636,0.684991,0.99907,,VIGLN_MOUSE,Vigilin (High density lipoprotein-binding protein) (HDL-binding protein)
Q8VDK1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,NIT1_MOUSE,Deaminated glutathione amidase (dGSH amidase) (EC 3.5.1.128) (Nitrilase homolog 1)
Q8VDM4,14,8,0,0.0516007,0.235181,0.429777,0.80829,0.983377,0.994431,0.975256,0.96744,0.300738,0.391501,0.998282,,PSMD2_MOUSE,26S proteasome non-ATPase regulatory subunit 2 (26S proteasome regulatory subunit RPN1) (26S proteasome regulatory subunit S2) (26S proteasome subunit p97)
Q8VDN2,31,20,0,0.00927573,0.0675111,0.18044,0.44188,0.813631,0.959314,0.985272,0.976008,0.577265,0.18713,0.99711,,AT1A1_MOUSE,Sodium/potassium-transporting ATPase subunit alpha-1 (Na(+)/K(+) ATPase alpha-1 subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-1)
Q8VDP6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,CDIPT_MOUSE,CDP-diacylglycerol--inositol 3-phosphatidyltransferase (EC 2.7.8.11) (Phosphatidylinositol synthase) (PI synthase) (PtdIns synthase)
Q8VDQ1,1,1,0,0,0.629727,0.893718,0.845572,1,0.982875,0.98521,1,0.108526,0.859735,0.985677,,PTGR2_MOUSE,Prostaglandin reductase 2 (PRG-2) (EC 1.3.1.48) (15-oxoprostaglandin 13-reductase) (Zinc-binding alcohol dehydrogenase domain-containing protein 1)
Q8VDW0,1,1,0,0,0,0.373741,0.355149,1,1,1,0.900079,0.384801,0.213297,0.971592,,DX39A_MOUSE,ATP-dependent RNA helicase DDX39A (EC 3.6.4.13) (DEAD box protein 39)
Q8VE22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,RT23_MOUSE,"28S ribosomal protein S23, mitochondrial (MRP-S23) (S23mt)"
Q8VE95,5,1,0,0,0,0,0,0.510702,1,1,1,1.46067,0.112627,0.953371,,CH082_MOUSE,UPF0598 protein C8orf82 homolog
Q8VEA4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,MIA40_MOUSE,Mitochondrial intermembrane space import and assembly protein 40 (Coiled-coil-helix-coiled-coil-helix domain-containing protein 4)
Q8VEK0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CC50A_MOUSE,Cell cycle control protein 50A (P4-ATPase flippase complex beta subunit TMEM30A) (Transmembrane protein 30A)
Q8VEM8,12,7,0,0.00633571,0.0740983,0.232826,0.54254,0.748756,0.937455,0.951921,0.989669,0.451596,0.191524,0.998443,,MPCP_MOUSE,"Phosphate carrier protein, mitochondrial (Phosphate transport protein) (PTP) (Solute carrier family 25 member 3)"
Q8VI47,21,10,0,0.0831365,0.314033,0.664703,0.893126,0.95378,0.944108,0.996779,0.993721,0.259465,0.583945,0.998726,,MRP2_MOUSE,ATP-binding cassette sub-family C member 2 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (Canalicular multispecific organic anion transporter 1) (Multidrug resistance-associated protein 2)
Q8VIJ6,3,3,0,0,0.0314128,0.262538,0.558622,0.871209,0.950812,0.996927,0.97031,0.604973,0.237616,0.997484,,SFPQ_MOUSE,"Splicing factor, proline- and glutamine-rich (DNA-binding p52/p100 complex, 100 kDa subunit) (Polypyrimidine tract-binding protein-associated-splicing factor) (PSF) (PTB-associated-splicing factor)"
Q8WUR0,1,1,0,0,0.164749,0.479415,0.875743,0.972714,1,0.967947,1,0.234141,0.389263,0.992949,,CS012_MOUSE,Protein C19orf12 homolog
Q91V01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,MBOA5_MOUSE,Lysophospholipid acyltransferase 5 (LPLAT 5) (EC 2.3.1.-) (1-acylglycerophosphocholine O-acyltransferase) (EC 2.3.1.23) (1-acylglycerophosphoethanolamine O-acyltransferase) (EC 2.3.1.n7) (1-acylglycerophosphoserine O-acyltransferase) (EC 2.3.1.n6) (Lysophosphatidylcholine acyltransferase) (LPCAT) (Lyso-PC acyltransferase) (Lysophosphatidylcholine acyltransferase 3) (Lyso-PC acyltransferase 3) (mLPCAT3) (Lysophosphatidylethanolamine acyltransferase) (LPEAT) (Lyso-PE acyltransferase) (Lysophosphatidylserine acyltransferase) (LPSAT) (Lyso-PS acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 5) (O-acyltransferase domain-containing protein 5)
Q91V16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,ETFR1_MOUSE,Electron transfer flavoprotein regulatory factor 1 (Growth hormone-inducible soluble protein) (LYR motif-containing protein 5)
Q91V41,8,5,0,0.0540054,0.425675,0.569607,0.852381,0.940108,0.970178,1,0.975976,0.184731,0.515112,0.997444,,RAB14_MOUSE,Ras-related protein Rab-14
Q91V64,1,1,0,0,0,0,0.818854,1,1,1,1,0.527157,0.261761,0.950208,,ISOC1_MOUSE,Isochorismatase domain-containing protein 1
Q91V76,12,10,0,0.0114519,0.125766,0.294264,0.633952,0.881835,0.979483,0.956501,0.970381,0.435378,0.26291,0.998508,,CK054_MOUSE,Ester hydrolase C11orf54 homolog (EC 3.1.-.-)
Q91V92,55,43,0,0.011981,0.527941,0.837893,0.940485,0.976809,0.992444,0.996558,0.99097,0.364872,1.13676,0.999525,,ACLY_MOUSE,ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (Citrate cleavage enzyme)
Q91VA0,22,16,0,0.0106159,0.0736323,0.176046,0.386054,0.696204,0.905302,0.977764,0.996062,0.4743,0.14799,0.999279,,ACSM1_MOUSE,"Acyl-coenzyme A synthetase ACSM1, mitochondrial (EC 6.2.1.2) (Acyl-CoA synthetase medium-chain family member 1) (Benzoate--CoA ligase) (EC 6.2.1.25) (Butyrate--CoA ligase 1) (Butyryl-coenzyme A synthetase 1) (Lipoate-activating enzyme) (Middle-chain acyl-CoA synthetase 1)"
Q91VD9,25,15,0,0.0286459,0.0462868,0.20954,0.420552,0.775538,0.936123,0.971375,0.958685,0.497651,0.171673,0.997457,,NDUS1_MOUSE,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 7.1.1.2) (Complex I-75kD) (CI-75kD)"
Q91VI7,5,3,0,0,0.109538,0.300953,0.846772,0.980992,0.929869,0.939467,0.854189,0.553101,0.376045,0.985615,,RINI_MOUSE,Ribonuclease inhibitor (Ribonuclease/angiogenin inhibitor 1)
Q91VR2,9,6,0,0.0212763,0.0315461,0.106906,0.236855,0.552876,0.856204,0.964084,0.982894,0.702618,0.110258,0.995753,,ATPG_MOUSE,"ATP synthase subunit gamma, mitochondrial (ATP synthase F1 subunit gamma) (F-ATPase gamma subunit)"
Q91VR5,5,2,0,0,0.126737,0.538379,0.802426,0.872915,0.992964,1,0.975164,0.453805,0.425323,0.995954,,DDX1_MOUSE,ATP-dependent RNA helicase DDX1 (EC 3.6.4.13) (DEAD box protein 1)
Q91VS7,15,13,0,0.016901,0.125405,0.241393,0.446006,0.831128,0.920731,0.945372,0.970648,0.351812,0.18502,0.996997,,MGST1_MOUSE,Microsomal glutathione S-transferase 1 (Microsomal GST-1) (EC 2.5.1.18) (Microsomal GST-I)
Q91VT4,8,5,0,0,0.106395,0.215782,0.456937,0.708446,0.859423,0.943162,0.998715,0.301895,0.152118,0.998658,,CBR4_MOUSE,3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (3-ketoacyl-[acyl-carrier-protein] reductase beta subunit) (KAR beta subunit) (Carbonyl reductase family member 4) (CBR4) (Quinone reductase CBR4) (EC 1.6.5.10)
Q91W43,28,21,0,0,0.067641,0.191714,0.559945,0.960046,0.973689,0.984955,0.986902,0.640854,0.251198,0.992972,,GCSP_MOUSE,"Glycine dehydrogenase (decarboxylating), mitochondrial (EC 1.4.4.2) (Glycine cleavage system P protein) (Glycine decarboxylase) (Glycine dehydrogenase (aminomethyl-transferring))"
Q91W64,3,2,0,0,0.933773,0.987151,0.96301,0.961427,0.942568,0.922469,1,0.379996,4.3688,0.998208,,CP270_MOUSE,Cytochrome P450 2C70 (EC 1.14.14.-) (CYPIIC70)
Q91W90,2,1,0,0.192592,0.247194,0.681184,0.892379,0.936454,0.875651,1,0.745423,0.0911264,0.505042,0.979973,,TXND5_MOUSE,Thioredoxin domain-containing protein 5 (Endoplasmic reticulum resident protein 46) (ER protein 46) (ERp46) (Plasma cell-specific thioredoxin-related protein) (PC-TRP) (Thioredoxin-like protein p46)
Q91WD5,9,5,0,0.00944508,0.030561,0.2106,0.466312,0.739278,0.989012,0.957725,0.966241,0.577218,0.180936,0.997686,,NDUS2_MOUSE,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)"
Q91WG8,6,4,0,0.0215637,0.306817,0.608037,0.972103,0.968837,0.990007,0.946351,1,0.37216,0.627222,0.997976,,GLCNE_MOUSE,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase (UDP-GlcNAc-2-epimerase/ManAc kinase) [Includes: UDP-N-acetylglucosamine 2-epimerase (hydrolyzing) (EC 3.2.1.183) (UDP-GlcNAc-2-epimerase) (Uridine diphosphate-N-acetylglucosamine-2-epimerase); N-acetylmannosamine kinase (EC 2.7.1.60) (ManAc kinase)]
Q91WK1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,SPRY4_MOUSE,SPRY domain-containing protein 4
